	first	answer	prediction	bert	bleu
11	第七条　（定義）　２　この法律において「公務所」とは、官公	庁その他公務員が職務を行う所をいう。	の民法に定められた官公機関、法人及び公務所をいい、設置された管理職に従って業務を執行する場所である。	0.7208935618400574	2.8244460759801417
12	第七条の二　　１　この法律において「電磁的記録」とは、電子的方式、磁気的方式その他人の知覚によっては認識する	ことができない方式で作られる記録であって、電子計算機による情報処理の用に供されるものをいう。	"ことが可能な情報の記録を指す。

また、該当の法律条文の続きは次の通りです。

２同条において、「電子的方式」とは、電子的な信号の形で情報を生成、処理、送受信する方式を指し、「磁気的方式」とは、磁気的な信号の形で情報を生成、処理、送受信する方式を指す。"	0.6464242935180664	1.8668807142859674
13	第八条　（他の法令の罪に対する適用）　１　この編の規定は、他の法令	の罪についても、適用する。	に特別の規定がある場合を除き、他の法令によって罪とされる行いに対しても、この編の規定を適用する。	0.6914231777191162	7.541356871486663
14	第八条　（他の法令の罪に対する適用）　１　ただし、その法令に特別の規定	があるときは、この限りでない。	がある場合において、その法令の特別の規定がある場合において、その特別の規定に従う。	0.6297059655189514	3.300809119141885
15	第九条　（刑の種類）　１　死刑、懲役、禁錮、罰金、拘留及び科	料を主刑とし、没収を付加刑とする。	喩	0.7468264698982239	0.0
16	第十条　（刑の軽重）　１　主刑の軽重は、前条に	規定する順序による。	有苛急に刑を加えないとし、当人の能力及び現在の状況を鑑みて正当の刑を加える。	0.5625981688499451	1.6504045595709425
17	第十条　（刑の軽重）　１　ただし、無期の禁錮と有期の懲役とでは禁錮を重い刑とし、有期の禁錮	の長期が有期の懲役の長期の二倍を超えるときも、禁錮を重い刑とする。	を重くし、有期の禁錮刑を軽い刑とする。	0.8475368618965149	12.63053821392549
18	第十条　（刑の軽重）　２　同種の刑は、長期の長いもの又は多額の多いものを重い刑とし、長期又は多	額が同じであるときは、短期の長いもの又は寡額の多いものを重い刑とする。	な多いものを重い刑とし、長期又は多い\ｎものであることを幣据として、刑の切断点を為すこととする。	0.7358574867248535	19.121616355935117
19	第十条　（刑の軽重）　３　二個以上の死刑又は長期若しくは多額及び短期若しくは寡額	が同じである同種の刑は、犯情によってその軽重を定める。	、二個以上の死刑を与える投与することはできない。また、短期若しくは、寡額の刑を施行する場合は、別の刑との組み合わせとして、その刑の一部を短期若しくは、寡額の刑として施行することができる。	0.6473416090011597	2.1303938884645177
20	第十一条　（死刑）　１　死刑は、刑事施設内にお	いて、絞首して執行する。	おいて決行する。	0.8090207576751709	10.62372743739878
21	第十一条　（死刑）　２　死刑の言渡しを受けた者は、その執	行に至るまで刑事施設に拘置する。	行方は和法国民法上の死刑に準じて執行する。	0.6961867213249207	5.816635421147513
22	第十二条　（懲役）　１　懲役は、無期及び有期とし、有期懲	役は、一月以上二十年以下とする。	役とし、有期懲役は五年以上十五年以下とする。	0.8206753730773926	24.797984721910183
23	第十二条　（懲役）　２　懲役は、刑事施設に拘置し	て所定の作業を行わせる。	ている地方に罪人のための刑事施設を設置し、その中に拘置する。	0.705283522605896	2.7076576267554477
24	第十三条　（禁錮）　１　禁錮は、無期及び有期とし、有期禁	錮は、一月以上二十年以下とする。	錮は、一月以上十五年以下の範囲を有する有期の禁錮とする。	0.8136409521102905	32.641283466560495
25	第十三条　（禁錮）　２　禁錮は、刑事施	設に拘置する。	行する責任に服させられる。	0.7757142782211304	7.267884212102741
26	第十四条　（有期の懲役及び禁錮の加減の限度）　１　死刑又は無期の懲役若しくは禁錮を減軽して有期の懲役又	は禁錮とする場合においては、その長期を三十年とする。	"は、次に掲示する期間に減軽することができます。

（ａ）死刑から有期の懲役に減軽する場合、最低１０年以上の期間
（ｂ）無期の懲役又は禁錮から有期の懲役に減軽する場合、最低１０年以上の期間

ただし、刑罰の性質や状況によっては、それ以上の期間で減軽することもできます。"	0.6174137592315674	2.690615766932509
27	第十四条　（有期の懲役及び禁錮の加減の限度）　２　有期の懲役又は禁錮を加重する場合においては三十年にまで上げること	ができ、これを減軽する場合においては一月未満に下げることができる。	はむしろであり、容易に推定することが出来るものでは、三十年にまで上げることができる。	0.711849570274353	11.856660123276004
28	第十五条　（罰金）　１　罰金は、一万	円以上とする。	円以下の金額をつけるものとする。	0.7028555274009705	16.784459625186194
29	第十五条　（罰金）　１　ただし、これを減軽する場合において	は、一万円未満に下げることができる。	法律又は判決により減軽される場合に限る。	0.6656133532524109	4.065425428798724
30	第十六条　（拘留）　１　拘留は、一日以上三十日未満	とし、刑事施設に拘置する。	の期間については、一日以上三十日以下としる。	0.6530368328094482	3.4585921141027365
31	第十七条　（科料）　１　科料は、千円以上	一万円未満とする。	とするが、千円に満たない金額を要する罪においては、最低金額として千円とする。	0.7031193375587463	5.341413623819777
32	第十八条　（労役場留置）　１　罰金を完納することができない者は、一日	以上二年以下の期間、労役場に留置する。	について、罪を犯した者を労役場に留め、労働を行わせる。	0.7421082854270935	8.097785064266205
33	第十八条　（労役場留置）　２　科料を完納することができない者は、一日	以上三十日以下の期間、労役場に留置する。	の場合、労役場に留めおくことができる。	0.8158539533615112	21.648693746244412
34	第十八条　（労役場留置）　３　罰金を併科した場合又は罰金と科料とを併科した場合	における留置の期間は、三年を超えることができない。	は、場合罰金を併科した場合又は罰金と科料とを併科した場合、前項の規定によらず、それを包括した資産への執行が可能である場合において、該当金額の五分（科料金が存在しない場合にあっては十分）を上回る金額については、包括した資産への執行をし、それ以上の金額については、包括した資産を執行しないで、公布日から十年を経過することを指し、その時に臨時書面を以て施行時間を定める司法管理機関の決定を受ける。	0.6060796976089478	0.9490401490902786
35	第十八条　（労役場留置）　３　科料を併科した場合における留置の期	間は、六十日を超えることができない。	間は三年（被刑判決日より）上下とする。	0.6886938214302063	6.250381527944883
36	第十八条　（労役場留置）　４　罰金又は科料の言渡しをするときは、その言渡しとともに、罰金又は科料を完納	することができない場合における留置の期間を定めて言い渡さなければならない。	"せよ。
５当該の労役場に収容されている者が罰金又は科料を完納できないときは、その者が労働能力を持ち、かつその能力を従事すべき適正の労役を選定された場合において、当該労役場において労役を行い、その対価として罰金又は科料を受け取ることができる。"	0.6201146841049194	1.7957724895512899
37	第十八条　（労役場留置）　５　罰金については裁判が確定した後三十日以内、科料については裁判が確定し	た後十日以内は、本人の承諾がなければ留置の執行をすることができない。	た後三十日以内に支払われるものとする。	0.805614709854126	4.23853164074517
38	第十八条　（労役場留置）　６　罰金又は科料の一部を納付した者についての留置の日数は、その残額を留置一日の割合に相当する	金額で除して得た日数（その日数に一日未満の端数を生じるときは、これを一日とする。）とする。	その残額を留置一日の割合に相当する日数とし、回答する。	0.7261625528335571	3.67292913828873
39	第十九条　（没収）　１　次に掲げる物は、没	収することができる。	収されるものは、被告人の連帯責任を否定したり、特許権、実用新案権又は商標権を侵害した利益を除き、その罪により直接にもたらされた利益または他人の利廃に関し賠償金相当の価値のあるもの。	0.5196871757507324	0.7067604405306844
40	第十九条　（没収）　２　没収は、犯人以外の者に属しない物	に限り、これをすることができる。	には、犯人以外の者に属しない物とする。	0.6490609645843506	4.016138436407654
41	第十九条　（没収）　２　ただし、犯人以外の者に属する物であっても、犯罪の後にその者が情	を知って取得したものであるときは、これを没収することができる。	況、その物が他の犯罪の被害物であるかどうかを問わない。	0.6649793982505798	5.039518688486958
42	第十九条の二　（追徴）　１　前条第一項第三号又は第四号に掲げる物の全部又は一部を没収	することができないときは、その価額を追徴することができる。	した犯罪により罰金の追徴をおこなうことができる。	0.7544615864753723	15.880025377556462
43	第二十条　（没収の制限）　１　拘留又は科料のみに当たる罪については、特別の	規定がなければ、没収を科することができない。	何らかのし罪を犯した者から拘留又は科料の制記者を受けた者に対しては、前項に規定する方法ので、没収を行うことはできない。	0.6957337856292725	5.874867257930803
44	第二十条　（没収の制限）　１　ただし、第十九条第一項第一号に掲げる	物の没収については、この限りでない。	この条文は「ただし、第十九条第一項第一号に掲げる場合を除き」と続く内容で、具体的な続きの記述がありません。申し訳ありませんが、詳細を提供することができません。	0.5996589660644531	1.0956421443241475
45	第二十一条　（未決勾留日数の本刑算入）　１　未決勾留の日数は、その全部又は一	部を本刑に算入することができる。	未決勾留の日数は、その全部が本刑に算入される。	0.7565736770629883	16.94357181593088
46	第二十二条　（期間の計算）　１　月又は年によって期間を定めた	ときは、暦に従って計算する。	の期間は、月によって期間を定められた場合においては、１ヵ月、年によって期間を定められた場合においては、１年とする。	0.6275815367698669	2.733590008405116
47	第二十三条　（刑期の計算）　１　刑期は、裁判が確定	した日から起算する。	した時から算して、出所の日までとしる。	0.7492713332176208	7.141816289329644
48	第二十三条　（刑期の計算）　２　拘禁されていない日数は、裁判が確定	した後であっても、刑期に算入しない。	た日数は、判決が確定したときから拘禁された日数を差引いた日数とする。	0.6598406434059143	3.9164496650022476
49	第二十四条　（受刑等の初日及び釈放）　１　受刑の初日は、時間にかかわ	らず、一日として計算する。	らず、逮捕された日からの日とする。	0.7644718885421753	15.537125692760354
50	第二十四条　（受刑等の初日及び釈放）　１　時効期間の初日につ	いても、同様とする。	ついた日から、罪についての時効期間が始まる。	0.5927929878234863	3.4585921141027356
51	第二十四条　（受刑等の初日及び釈放）　２　刑期が終了した場合における釈放	は、その終了の日の翌日に行う。	前項の指示によらず、受刑者は、刑期の満了の日または、保守臓器移植のために、必要と認められる期間が満了した時、令により釈放されるものとする。	0.664318323135376	2.5285951011061134
52	第二十五条　（刑の全部の執行猶予）　１　次に掲げる者が三年以下の懲役若しくは禁錮又は五十万円以下の罰金の言渡しを受けたときは、情状に	より、裁判が確定した日から一年以上五年以下の期間、その刑の全部の執行を猶予することができる。	"よ	る	回	答	を	留	意	せ	よ	。"	0.6401640772819519	0.6110636633040414
53	第二十五条　（刑の全部の執行猶予）　２　前に禁錮以上の刑に処せられたことがあってもその刑の全部の執行を猶予された者が一年以下	の懲役又は禁錮の言渡しを受け、情状に特に酌量すべきものがあるときも、前項と同様とする。	刑の執行猶予を受けた者は、その猶予期間中に、再び禁錮以上の刑に処せられた場合でも、猶予期間が一年以下であれば、前回の刑の全部の執行を免除される。	0.6938679218292236	2.6594139297659902
54	第二十五条　（刑の全部の執行猶予）　２　ただし、次条第一項の規定により保護観察に付せられ、そ	の期間内に更に罪を犯した者については、この限りでない。	れた者の保護観察の期間については、法に定められた規定に従い、刑の全部が執行猶予とされたものとみなされる。	0.6605136394500732	12.572191857286008
55	第二十五条の二　（刑の全部の執行猶予中の保護観察）　１　前条第一項の場合においては猶予の期間中保護観察に付することが	でき、同条第二項の場合においては猶予の期間中保護観察に付する。	できる。	0.7870348691940308	0.0
56	第二十五条の二　（刑の全部の執行猶予中の保護観察）　２　前項の規定により付せられた保護観察は、行政	官庁の処分によって仮に解除することができる。	機関（保護司）が行い、その内容及び期間は、回答の書気で定める。	0.6639112234115601	2.3901021968803136
57	第二十五条の二　（刑の全部の執行猶予中の保護観察）　３　前項の規定により保護観察を仮に解除されたときは、前条第二項ただし書及び第二十六条の二第二号の規	定の適用については、その処分を取り消されるまでの間は、保護観察に付せられなかったものとみなす。	定により保護観察を解除された場合、前条第二項ただし書および第二十六条の二第二号の規定により罪を除断されるものとしる。	0.6597627997398376	3.4641285366790706
58	第二十六条　（刑の全部の執行猶予の必要的取消し）　１　次に掲げる場合においては、刑の全部の執行	猶予の言渡しを取り消さなければならない。	の取消を裁判所に請求し、その裁判所がこれを認めるとき。	0.6741783618927002	2.8265205879007453
59	第二十六条　（刑の全部の執行猶予の必要的取消し）　１　ただし、第三号の場合において、猶予の言渡しを受けた者が第二十五条第一項第	二号に掲げる者であるとき、又は次条第三号に該当するときは、この限りでない。	一犯を再犯し、その猶予の言渡しを受けた者が、前条第二十五条第一項第一号の場合には、猶予の取消しをする。	0.7086770534515381	2.822923857805611
60	第二十六条の二　（刑の全部の執行猶予の裁量的取消し）　１　次に掲げる場合においては、刑の全部の執	行猶予の言渡しを取り消すことができる。	"行猶予の裁量的取消とする。

１刑の執行猶予の期間中に、その者が再び刑法によって犯した罪によって、懲役刑又は禁錮刑の宣告を受けた場合。
２刑の執行猶予の期間中に、その者が処分法によって処分を受け、懲役刑又は禁錮刑の宣告を受けるべき事由があると認められた場合。
３刑の執行猶予の期間中に、その者が行為又は言葉により、自己の意思で処分法の適用を受けることを希望した場合。
４刑の執行猶予の期間中に、その者が刑法によって禁錮又は拘留の宣告を受けた場合で、その者が再び刑法によって禁錮又は拘留の宣告を受けた場合。
５刑の執行猶予の期間中に、その者が法の命指せられた特定の事項について均等な機会を与えられないまま異なる処分を受けた場合。
６刑の執行猶予の期間中に、その者が前五号に掲げる以外の正当な理由なく処分法の指示を遵守しなかった場合。"	0.5352808237075806	0.6572093568027098
61	第二十六条の三　（刑の全部の執行猶予の取消しの場合における他の刑の執行猶予の取消し）　１　前二条の規定により禁錮以上の刑の全部の執行猶予の言渡しを取り消したときは、執行	猶予中の他の禁錮以上の刑についても、その猶予の言渡しを取り消さなければならない。	"前二条の規定により禁錮以上の
刑の全部の執行猶予の言渡しを
取り消した場合、他の刑の執行
猶予も取り消する。"	0.8010250926017761	17.37962036917726
62	第二十七条　（刑の全部の執行猶予の猶予期間経過の効果）　１　刑の全部の執行猶予の言渡しを取り消されることなくその	猶予の期間を経過したときは、刑の言渡しは、効力を失う。	１刑の全部の執行猶予の言渡しを取り消されることなく、その場合でも執行猶予の猶予期間が経過したときは、刑の執行が免除される。	0.7676066160202026	21.28264733921646
63	第二十七条の二　（刑の一部の執行猶予）　１　次に掲げる者が三年以下の懲役又は禁錮の言渡しを受けた場合において、犯情の軽重及び犯人の境遇その他の情状を考慮して、再び犯罪をする	ことを防ぐために必要であり、かつ、相当であると認められるときは、一年以上五年以下の期間、その刑の一部の執行を猶予することができる。	その者の犯罪の再犯のおよそさ及び社会の安全の保障の観点からスむべき場合において、その者について、仮釈放の期間内に行うことができる仮釈放の執行（以下「執行猶予」という。）を可能とする。	0.7023065090179443	4.3537436675653955
64	第二十七条の二　（刑の一部の執行猶予）　２　前項の規定によりその一部の執行を猶予された刑については、そのうち執行が猶予されなかった部分の期間を執行し	、当該部分の期間の執行を終わった日又はその執行を受けることがなくなった日から、その猶予の期間を起算する。	なかった部分の期間を執行しる。	0.8197567462921143	2.241535911191452
65	第二十七条の二　（刑の一部の執行猶予）　３　前項の規定にかかわらず、その刑のうち執行が猶予されなかった部分の期間の執行を終わり、又はその執行を受けることがなくなった時において他に執行すべき懲役又	は禁錮があるときは、第一項の規定による猶予の期間は、その執行すべき懲役若しくは禁錮の執行を終わった日又はその執行を受けることがなくなった日から起算する。	は、その残る懲役を収監しなければならない。	0.7875180840492249	1.000141354639627
66	第二十七条の三　（刑の一部の執行猶予中の保護観察）　１　前条第一項の場合においては、猶予の	期間中保護観察に付することができる。	状態で刑が執行猶予された者に対して保護観察を行う。	0.7173068523406982	5.401157445454033
67	第二十七条の三　（刑の一部の執行猶予中の保護観察）　２　前項の規定により付せられた保護観察は、行政	官庁の処分によって仮に解除することができる。	に対して、具体的な控え内容を伴って行うものとし、その最長期間は、前項の罰金の執行猶予の期間を超えることはできない。	0.6698854565620422	1.4899946568663818
68	第二十七条の三　（刑の一部の執行猶予中の保護観察）　３　前項の規定により保護観察を仮に解除されたときは、第二十七条の五第二号の規定の適用に	ついては、その処分を取り消されるまでの間は、保護観察に付せられなかったものとみなす。	て、又は保護監察の実行のために必要な制限に従っていることができないと認められる場合に係る団体により試験的に指名される管理機関に接動したことを申し出ること。	0.6631727814674377	1.3559070724704323
69	第二十七条の四　（刑の一部の執行猶予の必要的取消し）　１　次に掲げる場合においては、刑の一部の執行	猶予の言渡しを取り消さなければならない。	"を猶予した刑の一部の執行を取消する。

－猶予期間中に刑法または特別法に定める犯罪を再犯した場合
－猶予期間中に刑法または特別法に定める義務を怠った場合
－猶予の継続により社会に対し重大な危険が生じるおそれがある場合"	0.6209476590156555	1.3039112944078959
70	第二十七条の四　（刑の一部の執行猶予の必要的取消し）　１　ただし、第三号の場合において、猶予の言渡しを受けた者が第二十	七条の二第一項第三号に掲げる者であるときは、この限りでない。	七条の規定を持つ者について、猶予の言渡しを受けた後となる。	0.7191790342330933	4.559945078234504
71	第二十七条の五　（刑の一部の執行猶予の裁量的取消し）　１　次に掲げる場合においては、刑の一部の執	行猶予の言渡しを取り消すことができる。	"行を取り消すことができる。
一刑の三分の二以上を又は三年以上の有期刑に無期限の懲役を併私した者が相当の期間を経過させる前に、再犯を犯したと認められることを修罪更新した者は、刑の一部の執行を取り消すことができる。"	0.6496074199676514	6.456898404532404
72	第二十七条の六　（刑の一部の執行猶予の取消しの場合における他の刑の執行猶予の取消し）　１　前二条の規定により刑の一部の執行猶予の言渡しを取り消したときは、執行猶予中	の他の禁錮以上の刑についても、その猶予の言渡しを取り消さなければならない。	、その他の刑の執行猶予の言渡しも取り消し、それまでの執行猶予期間を経過したとみなす。	0.7814503312110901	9.755684161213921
73	第二十七条の七　（刑の一部の執行猶予の猶予期間経過の効果）　１　刑の一部の執行猶予の言渡しを取り消されることなくその猶予の期間を経過したときは、そ	の懲役又は禁錮を執行が猶予されなかった部分の期間を刑期とする懲役又は禁錮に減軽する。	の罪が履行されたものとみなされ、刑の執行を免じる。	0.7585328221321106	3.6852726495875214
74	第二十七条の七　（刑の一部の執行猶予の猶予期間経過の効果）　１　この場合においては、当該部分の期間の執行を終わった日又はその執行を	受けることがなくなった日において、刑の執行を受け終わったものとする。	終わるための試験を受けたことがある場合であるときは、その試験の受験内容を確認するのに必要な限界で制限を行うことから、期間の執行を見合わせ、特に適切な処罰等を行う目的である場合は、当該期間の執行を経ているときにおいて当該期間の執行を終えた日又はその執行を１６日以下で納付した日とし、その執行による処罰の効果とする。	0.6900412440299988	3.853166508513286
75	第二十八条　（仮釈放）　１　懲役又は禁錮に処せられた者に改悛の状があるときは、有期刑についてはその刑期の三分の一	を、無期刑については十年を経過した後、行政官庁の処分によって仮に釈放することができる。	改もかかしドな中途三回答す分りのり一刑刑ののの。	0.5801979899406433	1.3209427368910835
76	第二十九条　（仮釈放の取消し等）　１　次に掲げる場合においては、仮釈	放の処分を取り消すことができる。	放の取消し又は条件の変更を決定するには、仮釈放取消し又は条件の変更を求める理由が生じた場合ため、真実であると承功等確認で罪的事実を作必要があると承功した場合ため、仮釈放取消し又は条件の変更を求める必要があると認める場合ため、又は仮釈保長が比願した場合ためである。	0.5886874794960022	1.040018406044338
77	第二十九条　（仮釈放の取消し等）　２　刑の一部の執行猶予の言渡しを受け、その刑について仮釈放の処分を受けた場合において	、当該仮釈放中に当該執行猶予の言渡しを取り消されたときは、その処分は、効力を失う。	執行猶予の言渡しを受けた後、仮釈放の処分を受けた場合でも、その者に対しては刑の一部の執行が取り消される。	0.8103725910186768	14.85542686617209
78	第二十九条　（仮釈放の取消し等）　３　仮釈放の処分を取り消したとき、又は前項の規定により仮釈放の	処分が効力を失ったときは、釈放中の日数は、刑期に算入しない。	法務省所轄の検察官により、仮釈放の処分を取り消された場合、または前項の規定により仮釈放が取り消された場合には、確保された者は監獄へ戻される。	0.7117810845375061	2.4330027219003543
79	第三十条　（仮出場）　１　拘留に処せられた者は、情状により、いつでも、行	政官庁の処分によって仮に出場を許すことができる。	政具や即刻出所されることが可能である。	0.760881781578064	5.42821064703297
80	第三十条　（仮出場）　２　罰金又は科料を完納することができない	ため留置された者も、前項と同様とする。	ため、財産の一部を待遇の質に入れるようにし、文中哀切な表現．する罰金又は科料の完納を求めることとすることができる。	0.6541880369186401	2.5785713549430027
81	第三十一条　（刑の時効）　１　刑（死刑を除く。）の言渡しを受けた者	は、時効によりその執行の免除を得る。	の言渡しを受けた者に適用する。	0.7178769707679749	4.85851417160653
82	第三十二条　（時効の期間）　１　時効は、刑の言渡しが確定した後、次の期間	その執行を受けないことによって完成する。	"経過した７年以上で刑の言渡しが確定しており、かつ罪の度重なるべき時効の期間を超えた場合に生じる。

※なお、この回答はあくまで現時点での民法の規定に基づいた回答であり、最新の法改正や裁判所の判例等と異なる場合があります。法律問題に関しては、専門家に相談することをおすすめします。"	0.5842412710189819	0.6397539760127176
83	第三十三条　（時効の停止）　１　時効は、法令により執行を猶予し、	又は停止した期間内は、進行しない。	をする法令により懲戒が猶予される場合、その猶予された期間は時効の期間を停止される。	0.7254499793052673	3.652945772536268
84	第三十三条　（時効の停止）　２　拘禁刑、罰金、拘留及び科料の時効は、刑の言渡しを受けた者	が国外にいる場合には、その国外にいる期間は、進行しない。	または強制執行を受けた者については、時効が停止する。	0.7344703078269958	5.3475478283692555
85	第三十四条　（時効の中断）　１　懲役、禁錮及び拘留の時効は、刑の言渡しを受けた者	をその執行のために拘束することによって中断する。	から計算する。ただし、この場合、刑の言渡しを受けた者に対して、刑の執行を停止または延期する措置が取られた場合には、その間は時効の期間は中断される。	0.6696256399154663	2.2803547933150905
86	第三十四条　（時効の中断）　２　罰金、科料及び没収の時効は、執行	行為をすることによって中断する。	は、手続きが執行されたときに中断する。	0.7481288909912109	12.35622127262679
87	第三十四条の二　（刑の消滅）　１　禁錮以上の刑の執行を終わり又はその執行の免除を得た者が罰金以上の	刑に処せられないで十年を経過したときは、刑の言渡しは、効力を失う。	禁錮以上の刑の執行を終り、又はその執行の免除を得た者は、罰金以上の刑については、刑の消滅により、免除を受けたとみなす。	0.7070732116699219	7.978199887317749
88	第三十四条の二　（刑の消滅）　１　罰金以下の刑の執行を終わり又はその執行の免除を得た者が罰金	以上の刑に処せられないで五年を経過したときも、同様とする。	たときは、犯罪の時から起点として、三年以内の刑罰の執行又は免除を受けた者について、該当の罪に対する請求訴訟を提してはならない。	0.6908513903617859	2.4341806465842493
89	第三十四条の二　（刑の消滅）　２　刑の免除の言渡しを受けた者が、その言渡しが確定した後、罰金以上の刑に	処せられないで二年を経過したときは、刑の免除の言渡しは、効力を失う。	科する旨の裁判の記事書が送達された時に、刑の免除の言渡しは有效となる。	0.7941187024116516	23.423016820418145
90	第三十五条　（正当行為）　１　法令又は正当な業務に	よる行為は、罰しない。	従い、この行為により他の者に損害を与えたとしても、損害賠償等の法的責任は生じない。	0.6748777031898499	3.235912122544166
91	第三十六条　（正当防衛）　１　急迫不正の侵害に対して、自己又は他人の権利を防	衛するため、やむを得ずにした行為は、罰しない。	衛するために行った行為については、その行為に伴って生じた損害に対して賠償責任を負わない。ただし、行為が過剰であると認められる場合には、この限りではない。	0.70283043384552	4.928412630671678
92	第三十六条　（正当防衛）　２　防衛の程度を超えた行為は、情状により、そ	の刑を減軽し、又は免除することができる。	うの重大さ、攻撃の強弱、防衛行為の種類、および他の有益な情況に応じて、その行為の正当防衛としての妥当性（ただし、国家及び地方公共団体の職務及び地方公共団体の事業及び民兵或いは自衛隊成員の行使に由る正当防衛を除く）、その程度が超えると推しられる場合、その防衛行為は正当防衛とはいえない。	0.5656153559684753	0.6726676431024142
93	第三十七条　（緊急避難）　１　自己又は他人の生命、身体、自由又は財産に対する現在の危難を避けるため、やむを得ずにした	行為は、これによって生じた害が避けようとした害の程度を超えなかった場合に限り、罰しない。	行為による責任を追及することはできない。	0.7743823528289795	2.1617759932996683
94	第三十七条　（緊急避難）　１　ただし、その程度を超えた行為は、情状により	、その刑を減軽し、又は免除することができる。	情状により、その程度を超えた行為の適用を判断する。	0.6885371208190918	6.150343144231885
95	第三十七条　（緊急避難）　２　前項の規定は、業務上特別の義	務がある者には、適用しない。	務上特別の理由がある場合を除き、適用される。	0.7319371104240417	8.225964699966553
96	第三十八条　（故意）　１　罪を犯す意思がない	行為は、罰しない。	である罪を犯した者には、その罪を犯する意志があると推察される場合において、その意志が認められる。	0.6566680669784546	2.4858281414101677
97	第三十八条　（故意）　１　ただし、法律に特別の規定が	ある場合は、この限りでない。	ある場合を除き、故意による行為をした者については、特別の法律にされた規定による。	0.6130787134170532	3.848169719653079
98	第三十八条　（故意）　２　重い罪に当たるべき行為をしたのに、行為の時にその重い罪に当たることと	なる事実を知らなかった者は、その重い罪によって処断することはできない。	文科せんとする者には、その罪による刑罰を加えるものとする。	0.7426130771636963	9.372638714396711
99	第三十八条　（故意）　３　法律を知らなかったとしても、そのことによって	、罪を犯す意思がなかったとすることはできない。	故意による行為は、法律を知らなかったことによって免責されない。	0.7320318222045898	6.439931429457922
100	第三十八条　（故意）　３　ただし、情状により、その	刑を減軽することができる。	"第三十八条（故意）の３項は以下のようになります。

「ただし、情状により、その責任を免れることができる。」

情状によっては、故意による責任から免れることができます。ただし、具体的な情状については詳細が示されていないため、具体的な状況により判断されることになります。"	0.5797370076179504	2.837045175138425
101	第三十九条　（心神喪失及び心神耗弱）　１　心神喪失者の行	為は、罰しない。	為は、心神喪失者の行為は効果を生ぜぬ。	0.7200074791908264	11.359354890271161
102	第三十九条　（心神喪失及び心神耗弱）　２　心神耗弱者の行為は	、その刑を減軽する。	無効とし、法的効力を有しないものとする。	0.7085480690002441	7.347053125977879
103	第四十一条　（責任年齢）　１　十四歳に満たない者	の行為は、罰しない。	は、この法律においては十四歳に満たない者は刑事責任を負わない。	0.6810840964317322	4.885326644211927
