	first	answer	prediction	bert	bleu
12	第五条　（未成年者の法律行為）　３　目的を定めないで処分を許した財	産を処分するときも、同様とする。	産，を，所，有，す，る，こ，と，は，、，禁，止，し，な，け，れ，ば，な，ら，な，い，。	0.5260924100875854	1.2744039505750158
13	第六条　（未成年者の営業の許可）　１　一種又は数種の営業を許された未成年者は、その営	業に関しては、成年者と同一の行為能力を有する。	業，を，行，う，際，に，安，全，を，第，一，に，考，慮，し，な，け，れ，ば，な，ら，な，い，。	0.5145339965820312	1.099233067148683
14	第六条　（未成年者の営業の許可）　２　前項の場合において、未成年者がその営業に堪えることができない事由があるときは、その法定代	理人は、第四編（親族）の規定に従い、その許可を取り消し、又はこれを制限することができる。	理，人，が，未，成，年，者，の営業，の，許，可，を，与，え，な，け，れ，ば，な，ら，な，い，。	0.5521975755691528	1.1239503708631486
15	第七条　（後見開始の審判）　１　精神上の障害により事理を弁識する能力を欠く常況にある者については、家庭裁判所は、本人、配偶者、四親等内の親族、未成年後	見人、未成年後見監督人、保佐人、保佐監督人、補助人、補助監督人又は検察官の請求により、後見開始の審判をすることができる。	見，人，又，は，関，係，者，か，ら，、，そ，の，本人，の力，を，借，り，ず，に，行，動，を，起，こ，す，こ，と，が，で，き，る，よ，う，後，見，開，始，の審，判，を，行，う，こ，と，が，で，き，る，。	0.571084201335907	0.6604304950635852
16	第八条　（成年被後見人及び成年後見人）　１　後見開始の審判を受けた者は、成年被後	見人とし、これに成年後見人を付する。	見，人，と，み，な，さ，れ，、，法，定，の，義，務，及，び，権，利，を，有，す，る，。	0.5305740833282471	1.3338359564519315
17	第九条　（成年被後見人の法律行為）　１　成年被後見人の法律行為は	、取り消すことができる。	後，見，人，の，同，意，を，得，た，上，で，有，効，と，な，る，。	0.5482051372528076	1.123099644603982
18	第九条　（成年被後見人の法律行為）　１　ただし、日用品の購入その他日常生活に	関する行為については、この限りでない。	必，要，な，行，為，に，限，り，、，被，後，見，人，が，行，う，法，律，行，為，は、，被，後，見，人，の，代，理，人，の，承，認，を，得，な，け，れ，ば，な，ら，な，い，。	0.49059033393859863	0.9952308098778998
19	第十条　（後見開始の審判の取消し）　１　第七条に規定する原因が消滅したときは、家庭裁判所は、本人、配偶者、四親等内の親族、後見人（未成年後見人及び成年後見人をいう。以下同じ。	）、後見監督人（未成年後見監督人及び成年後見監督人をいう。以下同じ。）又は検察官の請求により、後見開始の審判を取り消さなければならない。	後，見，開，始，	0.6085769534111023	0.0
20	第十一条　（保佐開始の審判）　１　精神上の障害により事理を弁識する能力が著しく不十分である者については、家庭裁判所は、本人、配偶者、四親等	内の親族、後見人、後見監督人、補助人、補助監督人又は検察官の請求により、保佐開始の審判をすることができる。	か，ら，請，求，が，あ，っ，た，場，合，に，は，、，保，佐，開，始，の審，判，を，行，っ，て，よ，い，。	0.578820526599884	1.139054792042459
21	第十一条　（保佐開始の審判）　１　ただし、第七条に規定する原因があ	る者については、この限りでない。	る，場，合，は，、，保，佐，開，始，の審，判，を，行，わ，な，け，れ，ば，な，ら，な，い，。	0.5064898729324341	1.1239503708631486
22	第十二条　（被保佐人及び保佐人）　１　保佐開始の審判を受けた者は、被保	佐人とし、これに保佐人を付する。	佐，人，と，な，り、，保，佐，人，を，受，け，る，こ，と，が，で，き，る，。	0.5769087076187134	1.5763060777242128
23	第十三条　（保佐人の同意を要する行為等）　１　被保佐人が次に掲げる行為をするには、	その保佐人の同意を得なければならない。	当，該，被，保，佐，人，の，保，佐，人，の同，意，を，得，な，け，れ，ば，な，ら，な，い，。	0.5166624784469604	1.2438555540747176
24	第十三条　（保佐人の同意を要する行為等）　１　ただし、第九条ただし書に規定する	行為については、この限りでない。	行，為，及，び，処，分，に，関，し，て，は、，保，佐，人，の同，意，を，得，な，け，れ，ば，な，ら，な，い，。	0.4940050542354584	1.6623064449736842
25	第十三条　（保佐人の同意を要する行為等）　２　家庭裁判所は、第十一条本文に規定する者又は保佐人若しくは保佐監督人の請求により、被保佐人が前項各号に掲	げる行為以外の行為をする場合であってもその保佐人の同意を得なければならない旨の審判をすることができる。	げ，ら，れ，る，行，為，を，行，う，た，め，に，保，佐，人，の，同，意，を，要，す，る，こ，と，を，求，め，ら，れ，た，場，合，に，お，い，て，、，必，要，な，調，査，を，行，う，こ，と，が，で，き，る，。	0.46961283683776855	0.6033592028826271
26	第十三条　（保佐人の同意を要する行為等）　２　ただし、第九条ただし書に規定する	行為については、この限りでない。	場，合，を，除，き，、，保，佐，人，の同，意，を，要，す，る，行，為，は，禁，じ，ら，れ，る，。	0.5037107467651367	1.0009398039350847
27	第十三条　（保佐人の同意を要する行為等）　３　保佐人の同意を得なければならない行為について、保佐人が被保佐人の利益を害するおそれがないにもかかわらず	同意をしないときは、家庭裁判所は、被保佐人の請求により、保佐人の同意に代わる許可を与えることができる。	同，意，を，得，よ，う，と，し，な，い，場，合，、，裁，判，所，に，そ，れ，を，認，め，る，こ，と，を，申，立，て，る，こ，と，が，で，き，る，。	0.49965837597846985	0.8317150629401995
28	第十三条　（保佐人の同意を要する行為等）　４　保佐人の同意を得なければならない行為であって、その同意又は	これに代わる許可を得ないでしたものは、取り消すことができる。	承，認，を，得，る，こ，と，が，不，可，能，な，場，合，に，お，い，て，は，、，裁，判，所，の，許，可，を，得，な，け，れ，ば，な，ら，な，い，。	0.5025178790092468	0.8044083687652224
29	第十四条　（保佐開始の審判等の取消し）　１　第十一条本文に規定する原因が消滅したときは、家庭裁判所は、本人、配偶者、四親等内の親族、未成年後見人、	未成年後見監督人、保佐人、保佐監督人又は検察官の請求により、保佐開始の審判を取り消さなければならない。	保，護，者，そ，の，他，関，係，者，の意，向，を，反，映，し，た，上，で、，保，佐，開，始，の審，判，等，を，取，消，す，こ，と，が，で，き，る，。	0.5507993698120117	0.7293082919300864
30	第十四条　（保佐開始の審判等の取消し）　２　家庭裁判所は、前項に規定する者の請求により、前条	第二項の審判の全部又は一部を取り消すことができる。	の，規，定，に，従，い，保，証，を，開，始，し，た，審，判，及，び，他，の，行，為，を，取，消，す，こ，と，が，で，き，る，。	0.45775318145751953	0.8597935375255782
31	第十五条　（補助開始の審判）　１　精神上の障害により事理を弁識する能力が不十分である者については、家庭裁判所は、本人、配偶者、四親等内の	親族、後見人、後見監督人、保佐人、保佐監督人又は検察官の請求により、補助開始の審判をすることができる。	親，族，員，が，申，立，て，る，場，合，は，、，補，助，開，始，を，審，判，し，な，け，れ，ば，な，ら，な，い，。	0.6063129305839539	0.9527800929822878
32	第十五条　（補助開始の審判）　１　ただし、第七条又は第十一条本文に規定する	原因がある者については、この限りでない。	条，件，を，満，た，し，て，い，る，場，合，に，限，り、補助開始の審判を行う。	0.5509004592895508	1.493369524819332
33	第十五条　（補助開始の審判）　２　本人以外の者の請求により補助開始の審判を	するには、本人の同意がなければならない。	要，求，さ，れ，た，場，合，に，お，い，て，は，、，補，助，開，始，の審，判，を，行，わ，な，け，れ，ば，な，ら，な，い，。	0.49793291091918945	0.9147693871438455
34	第十五条　（補助開始の審判）　３　補助開始の審判は、第十七条第一項の審判又は第八百七	十六条の九第一項の審判とともにしなければならない。	十，四，条，第，三，項，の審，判，を，経，な，け，れ，ば，な，ら，な，い，。	0.5577496290206909	1.5763060777242128
35	第十六条　（被補助人及び補助人）　１　補助開始の審判を受けた者は、被補	助人とし、これに補助人を付する。	助，人，と，し，て，認，め，ら，れ，る，。	0.5713638067245483	2.7156804039319287
36	第十七条　（補助人の同意を要する旨の審判等）　１　家庭裁判所は、第十五条第一項本文に規定する者又は補助人若しくは補助監督人の請求により、被補助	人が特定の法律行為をするにはその補助人の同意を得なければならない旨の審判をすることができる。	人，の，同，意，を，要，す，る，旨，の，裁，判，を，行，う，こ，と，が，で，き，る，。	0.5013318061828613	1.4333000127883408
37	第十七条　（補助人の同意を要する旨の審判等）　１　ただし、その審判によりその同意を得なければならないものとする	ことができる行為は、第十三条第一項に規定する行為の一部に限る。	な，ど，の，事，項，が，あ，る，場，合，は，、，補，助，人，の，同，意，を，要，す，る，旨，の審，判，を，行，う，こ，と，が，で，き，る，。	0.4828844964504242	0.8079046495976414
38	第十七条　（補助人の同意を要する旨の審判等）　２　本人以外の者の請求により前項の審判をす	るには、本人の同意がなければならない。	る，場，合，に，お，い，て，、，補，助，人，か，ら，の，事，前，の同，意，を，要，す，る，こ，と，と，す，る，。	0.5134517550468445	0.9702695924258076
39	第十七条　（補助人の同意を要する旨の審判等）　３　補助人の同意を得なければならない行為について、補助人が被補助人の利益を害するおそれがないにもかかわらず	同意をしないときは、家庭裁判所は、被補助人の請求により、補助人の同意に代わる許可を与えることができる。	、，補，助，人，の同意，を，得，な，い，と，裁，判，が，認，め，ら，れ，な，い，。	0.5546029806137085	2.5131854313529596
40	第十七条　（補助人の同意を要する旨の審判等）　４　補助人の同意を得なければならない行為であって、その同意又は	これに代わる許可を得ないでしたものは、取り消すことができる。	拒，否，を，表，明，し，て，い，な，い，場，合，に，は，、，補，助，人，の意，思，を，尊，重，し，な，け，れ，ば，な，ら，な，い，。	0.48953768610954285	0.8197908254648182
41	第十八条　（補助開始の審判等の取消し）　１　第十五条第一項本文に規定する原因が消滅したときは、家庭裁判所は、本人、配偶者、四親等内の親族、未成年後見	人、未成年後見監督人、補助人、補助監督人又は検察官の請求により、補助開始の審判を取り消さなければならない。	人，に，よ，り，提，訴，さ，れ，た，場，合，を，除，き，、，取，消，し，を，命，じ，な，け，れ，ば，な，ら，な，い，。	0.5983562469482422	0.9625140930473534
42	第十八条　（補助開始の審判等の取消し）　２　家庭裁判所は、前項に規定する者の請求により、前条	第一項の審判の全部又は一部を取り消すことができる。	の第三項，に，規定，す，る，補助，開，始，の審，判，等，を，取，消，す，こ，と，が，で，き，る，。	0.5489844083786011	1.2642975505530563
43	第十八条　（補助開始の審判等の取消し）　３　前条第一項の審判及び第八百七十六条の九第一項の審判をすべて取り消す	場合には、家庭裁判所は、補助開始の審判を取り消さなければならない。	場，合，は，、，裁，判，所，は，、，そ，の，裁，判，を，取，り，消，す，こ，と，が，で，き，る，。	0.526770830154419	1.252143927031557
44	第十九条　（審判相互の関係）　１　後見開始の審判をする場合において、本人が被保佐人又は被補助人であるときは、家庭	裁判所は、その本人に係る保佐開始又は補助開始の審判を取り消さなければならない。	裁，判，所，の，裁，判，官，と，被，保，佐，人，及，び，被，補，助，人，の間，に，お，け，る，相，互，的，な，関，係，を，尊，重，し，な，け，れ，ば，な，ら，な，い，。	0.5197290182113647	0.6707779171875278
45	第十九条　（審判相互の関係）　２　前項の規定は、保佐開始の審判をする場合において本人が成年被後見人若しくは被補助人であるとき、又	は補助開始の審判をする場合において本人が成年被後見人若しくは被保佐人であるときについて準用する。	は，保，護，開，始，の審，判，を，す，る，場，合，に，お，い，て，本，人，が，未，成，年，者，で，あ，る，と，き，に，は，、，特，別，に，適，用，さ，れ，る，。	0.49722081422805786	0.8009942619684763
46	第二十条　（制限行為能力者の相手方の催告権）　１　制限行為能力者の相手方は、その制限行為能力者が行為能力者（行為能力の制限を受けない者をいう。以下同じ。）となった後、その者に対	し、一箇月以上の期間を定めて、その期間内にその取り消すことができる行為を追認するかどうかを確答すべき旨の催告をすることができる。	す，る，当，時，の相，手，方，の催，告，権，を，有，し，な，け，れ，ば，な，ら，な，い，。	0.5421154499053955	1.2724686314753924
47	第二十条　（制限行為能力者の相手方の催告権）　１　この場合において、その者がその期間内に確答を発	しないときは、その行為を追認したものとみなす。	す，こ，と，が，で，き，な，か，っ，た，場，合，、，そ，の相手方，は，当，該，期間，内，に，当，該，確，答，を，催，告，する，権，利，を，有，する，。	0.5234016180038452	0.7962770907450394
48	第二十条　（制限行為能力者の相手方の催告権）　２　制限行為能力者の相手方が、制限行為能力者が行為能力者とならない間に、その法定代理人、保佐人又は補助人に対し、その権限内の	行為について前項に規定する催告をした場合において、これらの者が同項の期間内に確答を発しないときも、同項後段と同様とする。	催，告，を，行，う，権，利，を，有，す，る，。	0.5490508079528809	0.9908381741675436
49	第二十条　（制限行為能力者の相手方の催告権）　３　特別の方式を要する行為については、前二項の期間内にその方式を具備	した旨の通知を発しないときは、その行為を取り消したものとみなす。	す，る，よ，う，勧，告，し，な，け，れ，ば，な，ら，な，い，。	0.5313827991485596	1.4262733286728257
50	第二十条　（制限行為能力者の相手方の催告権）　４　制限行為能力者の相手方は、被保佐人又は第十七条第一項の審判を受けた被補助人に対して	は、第一項の期間内にその保佐人又は補助人の追認を得るべき旨の催告をすることができる。	、，被保佐人または被補助人に対して、催告権を行使することができる，。	0.8085941076278687	11.921011999265549
51	第二十条　（制限行為能力者の相手方の催告権）　４　この場合において、その被保佐人又は被補助人がその期間内にその追認	を得た旨の通知を発しないときは、その行為を取り消したものとみなす。	を，行，っ，て，い，な，い，場，合，に，限，り、，相，手，方，は，、，当，該，期，間，内，に，そ，の，追，認，を，催，告，す，る，権，利，を，有，し，て，い，る，。	0.48001229763031006	0.714456067999482
52	第二十一条　（制限行為能力者の詐術）　１　制限行為能力者が行為能力者であることを信じさせるため	詐術を用いたときは、その行為を取り消すことができない。	、，詐，術，を，行，っ，て，は，な，ら，な，い，。	0.5653788447380066	2.1300733682208985
53	第二十二条　（住所）　１　各人の生活の本拠を	その者の住所とする。	住，所，と，し，て，定，め，る，。	0.5649129748344421	2.719665272174911
54	第二十三条　（居所）　１　住所が知れない場合には	、居所を住所とみなす。	最，近，の，住，所，を，指，定，し，な，け，れ，ば，な，ら，な，い，。	0.568940281867981	1.2557690800697192
55	第二十三条　（居所）　２　日本に住所を有しない者は、その者が日本人又は外国人のいずれ	であるかを問わず、日本における居所をその者の住所とみなす。	か，で，あ，る，場，合，に，限，り，、，最，近，の，居，所，と，見，な，さ，れ，る，。	0.5169801712036133	1.4333000127883408
56	第二十三条　（居所）　２　ただし、準拠法を定める法律に従いその者の	住所地法によるべき場合は、この限りでない。	居，所，が，特，定，さ，れ，て，い，る，場，合，は，、，そ，の，特，定，さ，れ，た，居，所，を，居，所，と，し，て，扱，う，。	0.4908062815666199	0.7567143835953722
57	第二十四条　（仮住所）　１　ある行為について仮住所を選定したときは、そ	の行為に関しては、その仮住所を住所とみなす。	の，仮，住，所，が，有，効，な，証，拠，と，し，て，当，事，者，間，で，有，効，に，働，く，。	0.5445300340652466	1.2165013609501771
58	第二十五条　（不在者の財産の管理）　１　従来の住所又は居所を去った者（以下「不在者」という。）がその財産の管理人（以下この節において単に「管理人」という。）を置	かなかったときは、家庭裁判所は、利害関係人又は検察官の請求により、その財産の管理について必要な処分を命ずることができる。	か，な，い，場，合，、，裁，判，所，は，、，そ，の，財，産，を，公，正，な，方，法，に，従，っ，て，管，理，し，な，け，れ，ば，な，ら，な，い，。	0.5086091756820679	0.9006379472640172
59	第二十五条　（不在者の財産の管理）　１　本人の不在中に管理人の権限が	消滅したときも、同様とする。	適，用，さ，れ，る，場，合，、，管，理，人，は、，本，人，の，利，益，を，優，先，し，な，け，れ，ば，な，ら，な，い，。	0.4740631878376007	0.795534085830813
60	第二十五条　（不在者の財産の管理）　２　前項の規定による命令後、本人が管理人を置いたときは、家庭裁判所は、その管理	人、利害関係人又は検察官の請求により、その命令を取り消さなければならない。	人，を，認，定，し，な，け，れ，ば，な，ら，な，い，。	0.6098423004150391	1.962672844874697
61	第二十六条　（管理人の改任）　１　不在者が管理人を置いた場合において、その不在者の生死が明らかでないときは、家	庭裁判所は、利害関係人又は検察官の請求により、管理人を改任することができる。	族，又，は，友，人，な，ど，の申，立，を，受，け，、，改，任，し，な，け，れ，ば，な，ら，な，い，。	0.5168675184249878	1.186050611017432
62	第二十七条　（管理人の職務）　１　前二条の規定により家庭裁判所が選任した管理人は、	その管理すべき財産の目録を作成しなければならない。	家，庭，裁，判，所，の，指，示，に，従，い，、，職，務，を，遂，行，し，な，け，れ，ば，な，ら，な，い，。	0.47690606117248535	1.0268160753681452
63	第二十七条　（管理人の職務）　１　この場合において、その費用は、	不在者の財産の中から支弁する。	管，理，人，の，職，務，の範，囲，及，び，そ，の，責，任，に，応，じ，て，定，め，ら，れ，る，。	0.4864577651023865	1.0009398039350847
64	第二十七条　（管理人の職務）　２　不在者の生死が明らかでない場合において、利害関係人又は検察官の請求があるときは	、家庭裁判所は、不在者が置いた管理人にも、前項の目録の作成を命ずることができる。	当，該，利，害，関，係，人，の名簿，を，検，査，し，、，生，死，を，確，認，し，な，け，れ，ば，な，ら，な，い，。	0.5438289642333984	0.9702695924258076
65	第二十七条　（管理人の職務）　３　前二項に定めるもののほか、家庭裁判所は、管理人に対し、不	在者の財産の保存に必要と認める処分を命ずることができる。	良，行，為，の，防，止，及，び，家，庭，内，の和，合，を，図，る，た，め，に，適，切，な，措，置，を，と，ら，せ，る，よ，う，に，す，る，。	0.4903436303138733	0.8079046495976414
66	第二十八条　（管理人の権限）　１　管理人は、第百三条に規定する権限を超える行為を必要とすると	きは、家庭裁判所の許可を得て、その行為をすることができる。	き，、，原，則，と，し，て，、，公，認，を，得，な，け，れ，ば，な，ら，な，い，。	0.5501695871353149	1.4564866342357627
67	第二十八条　（管理人の権限）　１　不在者の生死が明らかでない場合において、その管理人が不在	者が定めた権限を超える行為を必要とするときも、同様とする。	者，の，財，産，を，管，理，す，る，こ，と，が，で，き，る，。	0.5363969802856445	1.793443763338368
68	第二十九条　（管理人の担保提供及び報酬）　１　家庭裁判所は、管理人に財産の管理及び返還に	ついて相当の担保を立てさせることができる。	必，要，な，担，保，を，提，供，し，、，報，酬，を，支，払，う，こ，と，が，で，き，る，。	0.4958456754684448	1.0700143107304574
69	第二十九条　（管理人の担保提供及び報酬）　２　家庭裁判所は、管理人と不在者との関係その他の事情により、不	在者の財産の中から、相当な報酬を管理人に与えることができる。	足，な，報，酬，ま，た，は，担，保，を，提，供，し，な，け，れ，ば，な，ら，な，い，。	0.5017004013061523	1.121617874316939
70	第三十条　（失踪の宣告）　１　不在者の生死が七年間明らかでないときは、家庭裁判所は、	利害関係人の請求により、失踪の宣告をすることができる。	当，該，不，在，者，を，失，踪，と，し，て，宣，告，す，る，こ，と，が，で，き，る，。	0.5190485715866089	1.121617874316939
71	第三十条　（失踪の宣告）　２　戦地に臨んだ者、沈没した船舶の中に在った者その他死亡の原因となるべき危難に遭遇した者の生死が、それぞれ	、戦争が止んだ後、船舶が沈没した後又はその他の危難が去った後一年間明らかでないときも、前項と同様とする。	確，認，で，き，な，い，場，合，に，は、，失，踪，と，し，て，宣，告，す，る，こ，と，が，で，き，る，。	0.5027928948402405	1.177721496744438
72	第三十一条　（失踪の宣告の効力）　１　前条第一項の規定により失踪の宣告を受けた者は同項の期間が満了した時に、同条第二	項の規定により失踪の宣告を受けた者はその危難が去った時に、死亡したものとみなす。	項，に，定，め，る，効，力，を，も，つ，と，な，る，。	0.5534440279006958	1.9998178299954352
73	第三十二条　（失踪の宣告の取消し）　１　失踪者が生存すること又は前条に規定する時と異なる時に死亡したことの証明があったときは	、家庭裁判所は、本人又は利害関係人の請求により、失踪の宣告を取り消さなければならない。	、，宣，告，を，取，消，し，な，け，れ，ば，な，ら，な，い，。	0.5542384386062622	1.696134390396339
74	第三十二条　（失踪の宣告の取消し）　１　この場合において、その取消しは、失踪の宣告後その	取消し前に善意でした行為の効力に影響を及ぼさない。	人，の生存，を，証明，し，た，と，き，に，行，わ，な，け，れ，ば，な，ら，な，い，。	0.5337761044502258	1.3737889784665156
75	第三十二条　（失踪の宣告の取消し）　２　失踪の宣告によって財産を得た者は	、その取消しによって権利を失う。	こ，れ，を，返，還，し，な，け，れ，ば，な，ら，な，い，。	0.5583202838897705	1.5301683686839007
76	第三十二条　（失踪の宣告の取消し）　２　ただし、現に利益を受けている限度におい	てのみ、その財産を返還する義務を負う。	て，は，、，宣，告，を，取，消，し，て，も，よ，い，と，さ，れ，て，い，る，。	0.5457514524459839	1.3339264902154053
77	第三十二条の二　　１　数人の者が死亡した場合において、そのうちの一人が他の者の死亡後になお生存し	ていたことが明らかでないときは、これらの者は、同時に死亡したものと推定する。	た，場，合，に，お，い，て，、，そ，の，一，人，を，生，き，残，り，と，し，て，扱，う，こ，と，が，で，き，る，。	0.496756374835968	1.1603749501249894
78	第三十三条　（法人の成立等）　１　法人は、この法律その他の法律の	規定によらなければ、成立しない。	規，定，に，従，っ，て，成，立，し，な，け，れ，ば，な，ら，な，い，。	0.5183252692222595	1.493369524819332
79	第三十三条　（法人の成立等）　２　学術、技芸、慈善、祭祀、宗教その他の公益を目的とする法人、営利事業を営むことを目的とする法人	その他の法人の設立、組織、運営及び管理については、この法律その他の法律の定めるところによる。	は，、，登，記，を，受，け，て，成，立，し，な，け，れ，ば，な，ら，な，い，。	0.5488942265510559	1.3339264902154053
80	第三十四条　（法人の能力）　１　法人は、法令の規定に従い、定款その他の基本約款で定め	られた目的の範囲内において、権利を有し、義務を負う。	る，能，力，を，有，し，な，け，れ，ば，な，ら，な，い，。	0.5738003253936768	1.5301683686839007
81	第三十五条　（外国法人）　１　外国法人は、国、国の行政区画及び外	国会社を除き、その成立を認許しない。	国，と，同，等，に，扱，わ，れ，な，け，れ，ば，な，ら，な，い，。	0.5356388688087463	1.3355980882200826
82	第三十五条　（外国法人）　１　ただし、法律又は条約の規定により認	許された外国法人は、この限りでない。	め，ら，れ，る，場，合，を，除，き，、，外，国，の法，人，は、，こ，れ，ら，の，事，項，を，規，定，す，る，場，合，を，除，い，て，、，こ，の法，律，に，準，ず，る，こ，と，を，要，求，し，な，け，れ，ば，な，ら，な，い，。	0.4634256958961487	0.7610311877974681
83	第三十五条　（外国法人）　２　前項の規定により認許された外国法人は、日本に	おいて成立する同種の法人と同一の私権を有する。	於，け，る，投，資，を，行，う，こ，と，が，で，き，る，。	0.5115894079208374	1.6934096677198087
84	第三十五条　（外国法人）　２　ただし、外国人が享有することのできない権利及び法律又は	条約中に特別の規定がある権利については、この限りでない。	政，令，に，従，っ，て，管，理，さ，れ，る，権，利，を，除，き，、，同，じ，権，利，を，享，受，す，る，こ，と，が，で，き，る，。	0.4947461783885956	0.8715381989472968
85	第三十六条　（登記）　１　法人及び外国法人は、この法律その他の法令の	定めるところにより、登記をするものとする。	規，定，に，従，い，登，記，を，受，け，な，け，れ，ば，な，ら，な，い，。	0.5399149656295776	1.3113617852675474
86	第三十七条　（外国法人の登記）　１　外国法人（第三十五条第一項ただし書に規定する外国法人に限る。以下この条において同じ。）が日本に事務	所を設けたときは、三週間以内に、その事務所の所在地において、次に掲げる事項を登記しなければならない。	所，を，設，け，る，場，合，に，は，、，登，記，を，申，請，し，な，け，れ，ば，な，ら，な，い，。	0.5191501379013062	1.2895624601712163
87	第三十七条　（外国法人の登記）　２　前項各号に掲げる事項に変更を生じたときは、三	週間以内に、変更の登記をしなければならない。	十，六，条，の各，号，に，定，め，る，と，こ，ろ，に，従，い，、，登，記，を，改，定，す，る，こ，と，と，し，な，け，れ，ば，な，ら，な，い，。	0.4772619903087616	0.8158212672325396
88	第三十七条　（外国法人の登記）　２　この場合において、登記前にあっては、その変	更をもって第三者に対抗することができない。	更，を，す，る，こ，と，が，認，め，ら，れ，て，い，な，け，れ，ば，な，ら，な，い，。	0.49043723940849304	1.2744039505750158
89	第三十七条　（外国法人の登記）　３　代表者の職務の執行を停止し、若しくはその職務を代行する者を選任する仮処分命令又はその	仮処分命令を変更し、若しくは取り消す決定がされたときは、その登記をしなければならない。	更，新，を，行，っ，た，場，合，、，登，記，簿，謄，本，の，更，新，を，行，な，け，れ，ば，な，ら，な，い，。	0.5182585120201111	1.0751538164669088
90	第三十七条　（外国法人の登記）　３　この場合においては、前	項後段の規定を準用する。	項，の，規，定，を，除，き，、，外，国，法，人，の登，録，を，求，め，る，こ，と，が，で，き，る，。	0.49298128485679626	1.0312019115847757
91	第三十七条　（外国法人の登記）　４　前二項の規定により登記すべき事項が外国において生じたと	きは、登記の期間は、その通知が到達した日から起算する。	き，、，登，記，を，行，う，必，要，が，あ，る，場，合，、，外，国，の法，律，を，遵，守，し，な，け，れ，ば，な，ら，な，い，。	0.5337831974029541	0.9202779248509753
92	第三十七条　（外国法人の登記）　５　外国法人が初めて日本に事務所を設けたときは、その事務所の所在地にお	いて登記するまでは、第三者は、その法人の成立を否認することができる。	い，て，、，当，該，外，国，法，人，を，登，記，し，な，け，れ，ば，な，ら，な，い，。	0.5017855167388916	1.2744039505750158
93	第三十七条　（外国法人の登記）　６　外国法人が事務所を移転したときは、旧所在地においては三週間以内に移転の登記をし	、新所在地においては四週間以内に第一項各号に掲げる事項を登記しなければならない。	な，け，れ，ば，な，ら，な，い，。	0.5596652626991272	1.5102474580708127
94	第三十七条　（外国法人の登記）　７　同一の登記所の管轄区域内において事務所を移	転したときは、その移転を登記すれば足りる。	り，変，え，た，場，合，に，は，、，移，転，を，登，記，し，な，け，れ，ば，な，ら，な，い，。	0.5045664310455322	1.3072157844994778
95	第三十七条　（外国法人の登記）　８　外国法人の代表者が、この条に規定する登記を	怠ったときは、五十万円以下の過料に処する。	申，請，し，な，け，れ，ば，な，ら，な，い，。	0.5455052852630615	1.6466642419110007
