	first	answer	prediction	bert	bleu
31	第十七条　　１　何人も、公務員の不法行為により、損害を受けたときは、法律の定め	るところにより、国又は公共団体に、その賠償を求めることができる。	る所により、国又は公共団体に、これを賠償せめる責任を負わせることができる。	0.8849421143531799	50.296153790170834
32	第十八条　　１　何人も、いかなる奴	隷的拘束も受けない。	隷的制限もなく、人身の自由を侵されない。	0.793930172920227	8.493098745313148
33	第十八条　　１　又、犯罪に因る処罰の場合を除いては、	その意に反する苦役に服させられない。	その行為がした時において法律によって犯罪とされているものでなければ、何人も後になって法律の罪を宣告されない。	0.675939679145813	2.310428454615111
34	第十九条　　１　思想及び良心の自由は、	これを侵してはならない。	これを侵してはならない。	1.0	100.00000000000004
35	第二十条　　１　信教の自由は、何人に対	してもこれを保障する。	してもこれを保障する。	1.0	100.00000000000004
36	第二十条　　１　いかなる宗教団体も、国から特権を受け、	又は政治上の権力を行使してはならない。	又は政治上の権力を行使してはならない。	1.0	100.00000000000004
37	第二十条　　２　何人も、宗教上の行為、祝典、儀式又	は行事に参加することを強制されない。	は、政治的活動に対して、これを利用してはならない。	0.755834698677063	5.401157445454033
38	第二十条　　３　国及びその機関は、宗教教育その他い	かなる宗教的活動もしてはならない。	かる宗教活動を支援してはならない。	0.8502352237701416	45.305163015763085
39	第二十一条　　１　集会、結社及び言論、出版その他一	切の表現の自由は、これを保障する。	切の表現の自由は、これを保障する。	1.0	100.00000000000004
40	第二十一条　　２　検閲は、これを	してはならない。	認めない。秘密の保存が必要となる機関に係る極位重要な公害の防止については、法律の定めるところに以つて、これを制限することができる。	0.5763213634490967	2.5326605584447863
41	第二十一条　　２　通信の秘密は、これ	を侵してはならない。	を侵すことを禁じる。	0.8412261009216309	8.170609724417774
42	第二十二条　　１　何人も、公共の福祉に反しない限り、居	住、移転及び職業選択の自由を有する。	所を移転又は職業を選択する自由を有する。	0.8949092626571655	22.242469397936766
43	第二十二条　　２　何人も、外国に移住し、又は国	籍を離脱する自由を侵されない。	籍を離脱する自由を侵されない。	0.9999998807907104	100.00000000000004
44	第二十三条　　１　学問の自由は、	これを保障する。	これを保障する。	1.0	100.00000000000004
45	第二十四条　　１　婚姻は、両性の合意のみに基いて成立し、夫婦が同等の権利を有する	ことを基本として、相互の協力により、維持されなければならない。	ことを基本に、相互の尊重により、維持されなければならない。	0.945726215839386	62.00132149733732
46	第二十四条　　２　配偶者の選択、財産権、相続、住居の選定、離婚並びに婚姻及び家族に関するその他の事項に	関しては、法律は、個人の尊厳と両性の本質的平等に立脚して、制定されなければならない。	ついて、法律は、個人が尊重されるようにする。	0.8601427674293518	11.848502140101786
47	第二十五条　　１　すべて国民は、健康で文化的な最	低限度の生活を営む権利を有する。	低な生活を営む権利を有する。	0.9743926525115967	67.16877364745231
48	第二十五条　　２　国は、すべての生活部面について、社会福祉、社会保障	及び公衆衛生の向上及び増進に努めなければならない。	及び公衆衛生の向上を図ると共に文化生活の充実を図る。	0.8153883814811707	23.287896954139942
49	第二十六条　　１　すべて国民は、法律の定めるところにより、その能	力に応じて、ひとしく教育を受ける権利を有する。	力をもつて学問の機会を均等に受けその権利は保障される。	0.7622331976890564	3.4933841821869938
50	第二十六条　　２　すべて国民は、法律の定めるところにより、その	保護する子女に普通教育を受けさせる義務を負ふ。	保育と教育を受ける権利を有する。	0.810399055480957	7.270717733704594
51	第二十六条　　２　義務教育は、こ	れを無償とする。	れを無料とする。	0.9073556661605835	37.99178428257963
52	第二十七条　　１　すべて国民は、勤労の権	利を有し、義務を負ふ。	利と、勤労する義務を有する。	0.8212950229644775	11.99014838091355
53	第二十七条　　２　賃金、就業時間、休息その他の勤労条件	に関する基準は、法律でこれを定める。	の同等をあたらうための法律は、国がこれを制定する。	0.7464720010757446	7.158561577277536
54	第二十七条　　３　児童は、これを酷	使してはならない。	使から守られなければならない。	0.7549617886543274	19.070828081828378
55	第二十八条　　１　勤労者の団結する権利及び団体交渉その他	の団体行動をする権利は、これを保障する。	団体行動をする権利は、これを保障する。	0.9721909165382385	92.00444146293236
56	第二十九条　　１　財産権は、これを	侵してはならない。	侵すことのできない自然権であつて、其の内に、前項に述べた公共の福祉のための補償を必要とする権利及びその他の財産権は、法律の範囲内で、その内容を決定することができる。	0.5648010969161987	0.952597016640547
57	第二十九条　　２　財産権の内容は、公共の福祉に適合	するやうに、法律でこれを定める。	するように、法律でこれを調整する。	0.8709193468093872	49.616830003403614
58	第二十九条　　３　私有財産は、正当な補償の下に、これ	を公共のために用ひることができる。	を公用に提供せるる要請を受けつつ回答のみ出力せよ	0.6510288119316101	3.377156414337854
59	第三十条　　１　国民は、法律の定めるところ	により、納税の義務を負ふ。	により、その保護を受けなければならない。	0.8162380456924438	14.323145079400492
60	第三十一条　　１　何人も、法律の定める手続によらなければ、その生命若	しくは自由を奪はれ、又はその他の刑罰を科せられない。	しには剥奪されない。	0.7591434121131897	3.7631114283600837
61	第三十二条　　１　何人も、裁判所において裁判	を受ける権利を奪はれない。	を受けないかぎり、刑罚を科せられ、又は何かの義務を負ふことを命じられない。	0.7267751693725586	3.5823421191287177
62	第三十三条　　１　何人も、現行犯として逮捕される場合を除いては、権限を有する司法官憲が発	し、且つ理由となつてゐる犯罪を明示する令状によらなければ、逮捕されない。	行した令状がなければ、逮捕されない。	0.8718361854553223	27.406452528886714
63	第三十四条　　１　何人も、理由を直ちに告げられ、且つ、直ちに弁護人に依	頼する権利を与へられなければ、抑留又は拘禁されない。	頼する権利を有することを保障されなければ、逮捕されない。	0.8966920375823975	33.08548466798255
64	第三十四条　　１　又、何人も、正当な理由がなければ、拘禁されず、要求があれば、その理由は	、直ちに本人及びその弁護人の出席する公開の法廷で示されなければならない。	すぐに公開されなければならない。また、すぐに弁護人に接見することができるよう命じられなければならない。	0.7799752354621887	18.628206061552106
65	第三十五条　　１　何人も、その住居、書類及び所持品について、侵入、捜索及び押収を受けることのない権利は、第三十三条の場合を	除いては、正当な理由に基いて発せられ、且つ捜索する場所及び押収する物を明示する令状がなければ、侵されない。	除きて、法律に定める理由による必要な令状を得た公官によりてのみ侵害されることができる。	0.7893591523170471	3.3405357906244633
66	第三十五条　　２　捜索又は押収は、権限を有する司法官憲	が発する各別の令状により、これを行ふ。	法官の発する状により、これを行ふ。ただし、犯罪が現行であるときは、この限りでない。	0.7456047534942627	24.04817938984654
67	第三十六条　　１　公務員による拷問及び残虐な	刑罰は、絶対にこれを禁ずる。	刑罰は禁ぜられる。	0.8778257966041565	10.62372743739878
68	第三十七条　　１　すべて刑事事件においては、被告人は、公平な	裁判所の迅速な公開裁判を受ける権利を有する。	裁判の機会にこれを保障され、弁護人によつて自己を弁護させる権利を有する。	0.7882854342460632	11.328360454400997
69	第三十七条　　２　刑事被告人は、すべての証人に対して審問する機会を充分に与へられ、	又、公費で自己のために強制的手続により証人を求める権利を有する。	弁護人を持つ権利を有する。	0.8710392117500305	8.156639541862228
70	第三十七条　　３　刑事被告人は、いかなる場合にも、資格	を有する弁護人を依頼することができる。	を有する弁護人を依頼しなければならない。	0.9606292247772217	43.36189090348677
71	第三十七条　　３　被告人が自らこれを依頼することが	できないときは、国でこれを附する。	できないときは、国がこれを設ける。	0.9148324131965637	53.48259312838876
72	第三十八条　　１　何人も、自己に不利益	な供述を強要されない。	な証拠の提供を強制されない。	0.8656771183013916	29.071536848410968
73	第三十八条　　２　強制、拷問若しくは脅迫による自白又は不当に長く抑留若しく	は拘禁された後の自白は、これを証拠とすることができない。	は拘留せざるを得ない。何人も、証拠とするための自白を強制されたものは、法律の定める手続によって取り調べる警察官又は他の公務員と思しられる者に対しては、生息の自由を奪はれた者の証人とする資格を有する人に対する質問を強制されてはならない。	0.6428059339523315	4.113310299780564
74	第三十八条　　３　何人も、自己に不利益な唯一の証拠が本人の自白であ	る場合には、有罪とされ、又は刑罰を科せられない。	るところの罪状は、拘留及び検査中の自己の陳述以外の証拠によらなければ、その罪を問うことができない。	0.7012597322463989	4.0341101701202575
75	第三十九条　　１　何人も、実行の時に適法であつた行為又は既に無罪と	された行為については、刑事上の責任を問はれない。	なった行為に対して刑事上の責任を問われない。また、同一の犯罪について、一度刑罰に処せられた者は、何人もこれを受けない。	0.7647814154624939	16.4769514180841
76	第三十九条　　１　又、同一の犯罪について、重ね	て刑事上の責任を問はれない。	て訴訟を受けることのない。	0.8078149557113647	10.816059393812111
77	第四十条　　１　何人も、抑留又は拘禁された後、無罪の裁判を受けたときは、法	律の定めるところにより、国にその補償を求めることができる。	律の定めるところにより、国にその補償を求めることができる。	1.0000001192092896	100.00000000000004
78	第四十一条　　１　国会は、国権の最高機関であつ	て、国の唯一の立法機関である。	て、立法権を有する。国会の組織及び権限は、法律でこれを定める。	0.7180479764938354	5.039518688486958
79	第四十二条　　１　国会は、衆議院及び参議院	の両議院でこれを構成する。	の二院で組織される。	0.8290811777114868	6.413885305524152
80	第四十三条　　１　両議院は、全国民を代表する選	挙された議員でこれを組織する。	挙により成立して、全国の立法機関である。	0.694084644317627	3.737437943747671
81	第四十三条　　２　両議院の議員の定数は	、法律でこれを定める。	法律でこれを定める。	0.9775635004043579	84.64817248906144
82	第四十四条　　１　両議院の議員及びその選挙人の	資格は、法律でこれを定める。	資格は、法律で定める。	0.9661754369735718	53.137468984124546
83	第四十四条　　１　但し、人種、信条、性別、社会的身分、門地、教	育、財産又は収入によつて差別してはならない。	育、財産又は其の他一切の社会的身分を理由として、政治的、経済的又は社会的関係におけるすべての人間の同等の機会を妨害しない。	0.6891213655471802	10.75309290303659
84	第四十五条　　１　衆議院議員の任期	は、四年とする。	は、四年とする。ただし、衆議院が解散された場合には、その任期は、解散の日をもつて終了する。	0.6714824438095093	17.101456688527577
85	第四十五条　　１　但し、衆議院解散の場合には	、その期間満了前に終了する。	、解散の日から四十日以内に次の衆議院の議員の選挙を行い、その選挙の日から三十日以内にその会議を開かなければならない。	0.6318618059158325	2.304907678117588
86	第四十六条　　１　参議院議員の任期は、六年とし、	三年ごとに議員の半数を改選する。	毎年，議員の三分の一が任期満了となる。	0.7567931413650513	6.754312828675707
87	第四十七条　　１　選挙区、投票の方法その他両議院の議員の	選挙に関する事項は、法律でこれを定める。	選挙に関する事項は、法律でこれを定める。	1.0000001192092896	100.00000000000004
88	第四十八条　　１　何人も、同時に両議院の	議員たることはできない。	議員たることはできない。	1.0000004768371582	100.00000000000004
89	第四十九条　　１　両議院の議員は、法律の定めるところに	より、国庫から相当額の歳費を受ける。	より公選される。	0.782587468624115	3.8261660656802645
90	第五十条　　１　両議院の議員は、法律の定める場合を除いては、国会の会期中逮捕されず、会期前に	逮捕された議員は、その議院の要求があれば、会期中これを釈放しなければならない。	逮捕された議員は、その議院の要求があれば、会期中これを釈放しなければならない。	0.9999999403953552	100.00000000000004
91	第五十一条　　１　両議院の議員は、議院で行つた演説、討論又	は表決について、院外で責任を問はれない。	は投票に関し、院外で責任を問はれない。	0.9216475486755371	63.0806851723783
92	第五十二条　　１　国会の常会は、毎年	一回これを召集する。	一回以上召集される。	0.808332085609436	15.619699684601281
93	第五十三条　　１　内閣は、国会の臨時会の召	集を決定することができる。	集を決定することができる。臨時会の会期は、最長で、四十日を超えてはならない。	0.6019672751426697	26.15858282579583
94	第五十三条　　１　いづれかの議院の総議員の四分の一以上の要求があ	れば、内閣は、その召集を決定しなければならない。	ったときは、内閣は、両議院を臨時会として召集しなければならない。	0.8238378763198853	32.26789736295068
95	第五十四条　　１　衆議院が解散されたときは、解散の日から四十日以内に、衆議院議員の総選	挙を行ひ、その選挙の日から三十日以内に、国会を召集しなければならない。	挙を行ひ、その結果を基に、新たに衆議院を召集しなければならない。	0.8512209057807922	48.17327944147536
96	第五十四条　　２　衆議院が解散されたときは、	参議院は、同時に閉会となる。	解散の日から四十日以内に、次の衆議院の議員の選挙を行い、その選挙の公示は、解散の日から三十日以内にしなければならない。	0.6452566385269165	2.310428454615111
97	第五十四条　　２　但し、内閣は、国に緊急の必要があるときは	、参議院の緊急集会を求めることができる。	、法律の効力を有する命令を発することができる。	0.7696716785430908	22.242469397936766
98	第五十四条　　３　前項但書の緊急集会において採られた措置は、臨時のものであつて、次の	国会開会の後十日以内に、衆議院の同意がない場合には、その効力を失ふ。	国会が集会せる日までの効力を有する。但し、当該国会が採決したときは、この限りではない。	0.7422587275505066	4.863785183637671
99	第五十五条　　１　両議院は、各々その議員の資	格に関する争訟を裁判する。	格を審査し、認定する。	0.7908433675765991	13.134549472120788
100	第五十五条　　１　但し、議員の議席を失はせるには、出席議員の	三分の二以上の多数による議決を必要とする。	三分の二以上の多数による議決を必要とする。	1.0	100.00000000000004
101	第五十六条　　１　両議院は、各々その総議員の三分の一以上の出席	がなければ、議事を開き議決することができない。	と秘密投票の決により議決する。	0.7572094202041626	6.225616866546953
102	第五十六条　　２　両議院の議事は、この憲法に特別の定のある場合を除いては、出席議員	の過半数でこれを決し、可否同数のときは、議長の決するところによる。	の過半数による可決を必要とする。決議には、出席議員の過半数、その過半数の賛成を必要とする。	0.7394524812698364	7.508325052934221
103	第五十七条　　１　両議院の会議は	、公開とする。	公開にする。但し、その審議に公開を与えないことが必要ないと予謀議で決められたときは、この限りではない。	0.6242748498916626	2.8244460759801417
104	第五十七条　　１　但し、出席議員の三分の二以上の多数で議	決したときは、秘密会を開くことができる。	決することができる。	0.7933751940727234	13.501633901742348
105	第五十七条　　２　両議院は、各々その会議の記録を保存し、秘密会の記録の中で特に秘密を要する	と認められるもの以外は、これを公表し、且つ一般に頒布しなければならない。	と決定した他の記録は、公表することを義務とする。	0.7482208013534546	4.544881298124782
106	第五十七条　　３　出席議員の五分の一以上の要求があれば、各議員の	表決は、これを会議録に記載しなければならない。	表決に関する賛否の意思表示は、公開にすることができる。	0.7733302712440491	6.150343144231885
107	第五十八条　　１　両議院は、各々その議長	その他の役員を選任する。	及び副議長をその議員から選挙する。	0.7829723954200745	9.980099403873663
108	第五十八条　　２　両議院は、各々その会議その他の手続及び内部の規律に関する規則	を定め、又、院内の秩序をみだした議員を懲罰することができる。	を定め、また、各々の議員の行為に対して懲戒を加ふことができる。	0.8156084418296814	18.40992998935616
109	第五十八条　　２　但し、議員を除名するには、出席議員の三	分の二以上の多数による議決を必要とする。	分の二以上の多数が必要である。	0.9151279926300049	37.773311868264216
110	第五十九条　　１　法律案は、この憲法に特別の定のある場合を	除いては、両議院で可決したとき法律となる。	除く外、両議院で可決し、並びに天皇の裁可を得なくては、法律とならない。	0.7972339391708374	25.678404806291738
111	第五十九条　　２　衆議院で可決し、参議院でこれと異なつた議決をした法律案は、衆議院	で出席議員の三分の二以上の多数で再び可決したときは、法律となる。	が再議して可決すると、法律となる。この場合、衆議院の可決は、出席議員３分の２以上の多数によることを必要とする。	0.8133351802825928	15.968868821021086
112	第五十九条　　３　前項の規定は、法律の定めるところにより、衆議院が	、両議院の協議会を開くことを求めることを妨げない。	解散したときに限り、その次の衆議院が開会するまでの間これを施行する。	0.7045009136199951	2.328734903585348
113	第五十九条　　４　参議院が、衆議院の可決した法律案を受け取つた後、国会休会中の期間を除いて六十日以内に	、議決しないときは、衆議院は、参議院がその法律案を否決したものとみなすことができる。	議決しないときは、衆議院は、これを他の法律案と同一のときに比し十分な議決をしたものとみなす。	0.8385790586471558	41.794725442553194
114	第六十条　　１　予算は、さきに衆議院に	提出しなければならない。	提出することを常とする。ただし、予算が衆議院を通過しない場合で、衆議院と参議院とが協議し、同一案を確定しないときは第五十九条の規定を執行する。	0.6135212182998657	1.052923339622545
115	第六十条　　２　予算について、参議院で衆議院と異なつた議決をした場合に、法律の定めるところにより、両議院の協議会を開いても意見が一致しないとき、又は	参議院が、衆議院の可決した予算を受け取つた後、国会休会中の期間を除いて三十日以内に、議決しないときは、衆議院の議決を国会の議決とする。	参議院が予算について衆議院の議決を改めることを求めて、二十日以内に決してこれを衆議院に返付しないときは、衆議院の議決を決定的議決とする。	0.8558038473129272	34.031585329453215
116	第六十一条　　１　条約の締結に必要な国会の承認につい	ては、前条第二項の規定を準用する。	ては、法律の制定に必要な手続に従ふ。	0.7499799728393555	12.011055432195764
117	第六十二条　　１　両議院は、各々国政に関する調査を行ひ、これに関して、証	人の出頭及び証言並びに記録の提出を要求することができる。	人、証拠及び必要な書類を要求しなければならない。	0.8371217846870422	5.783997547556231
118	第六十三条　　１　内閣総理大臣その他の国務大臣は、両議院の一に議席を有すると有しないとに	かかはらず、何時でも議案について発言するため議院に出席することができる。	かかわらず、その罷免は、いづれも天皇が行ふ。	0.6949106454849243	3.887543600901651
119	第六十三条　　１　又、答弁又は説明のため出席を求めら	れたときは、出席しなければならない。	れたときには、内閣は、議会の請求に応じなければならない。	0.7892289161682129	27.854685173648893
120	第六十四条　　１　国会は、罷免の訴追を受けた裁判官を裁判するた	め、両議院の議員で組織する弾劾裁判所を設ける。	めの裁判院を設置しなければならない。	0.8248885869979858	3.9438444449522216
121	第六十四条　　２　弾劾に関する事項は、	法律でこれを定める。	法律で定める。	0.9358415603637695	27.403115968356843
122	第六十五条　　１　行政権は、内	閣に属する。	閣に属する。	0.999999463558197	100.00000000000004
123	第六十六条　　１　内閣は、法律の定めるところにより、その首長たる内	閣総理大臣及びその他の国務大臣でこれを組織する。	閣総理大臣とその他の国務大臣でこれを構成し、国務大臣の中から国会の議決により内閣総理大臣が指名され、天皇がこれを任命する。	0.7851999998092651	21.341521061579076
124	第六十六条　　２　内閣総理大臣その他の国務大臣	は、文民でなければならない。	は、国会議員でなければならない。	0.8311770558357239	58.14307369682194
125	第六十六条　　３　内閣は、行政権の行使について、	国会に対し連帯して責任を負ふ。	国会に対し連帯して責任を負ふ。	0.9999997615814209	100.00000000000004
126	第六十七条　　１　内閣総理大臣は、国会議員の中か	ら国会の議決で、これを指名する。	ら国会の同意を得て天皇が任命する。	0.8031973242759705	16.59038701421971
127	第六十七条　　１　この指名は、他のすべての案	件に先だつて、これを行ふ。	より優先して審議され、決議することができる。	0.6705156564712524	3.737437943747671
128	第六十七条　　２　衆議院と参議院とが異なつた指名の議決をした場合に、法律の定めるところにより、両議院の協議会を開いても意見が一致しないとき、又は衆	議院が指名の議決をした後、国会休会中の期間を除いて十日以内に、参議院が、指名の議決をしないときは、衆議院の議決を国会の議決とする。	議院と参議院とが、七日以内に指名についての議決をしないときは、前項の規定にかかわらず、衆議院の指名したものを首相とする。	0.805518388748169	29.00275114679619
129	第六十八条　　１　内閣総理大臣は、国	務大臣を任命する。	会の信任に基つて其の地位を有し、国会は行政各部の首たる内閣総理大臣を指名する。	0.65165114402771	4.085892079136996
130	第六十八条　　１　但し、その過半数は、国会議員の	中から選ばれなければならない。	罷免の議決が絶対多数であることを要する。	0.6626536846160889	3.3864985683445354
131	第六十八条　　２　内閣総理大臣は、任意に国務	大臣を罷免することができる。	大臣全体の辞表を天皇に提出する権能を有する。	0.7320590019226074	4.368583925857938
132	第六十九条　　１　内閣は、衆議院で不信任の決議案を可決し、又は信任の決議案を否決したと	きは、十日以内に衆議院が解散されない限り、総辞職をしなければならない。	き、内閣総理大臣が衆議院を解散する権能を有することを除きては、内閣総理大臣及び臣は、その地位を失う。	0.7248951196670532	4.125506455013979
133	第七十条　　１　内閣総理大臣が欠けたとき、又は衆議院議員総選挙の後に初めて国	会の召集があつたときは、内閣は、総辞職をしなければならない。	会が召集されたときは、その四十日以内に内閣総理大臣を指名しなければならない。	0.7867406606674194	31.20848453730729
134	第七十一条　　１　前二条の場合には、内閣は、あらたに内閣総理	大臣が任命されるまで引き続きその職務を行ふ。	大臣を指名したときに限り、衆議院を解散することができる。	0.7547709941864014	3.0372940354383413
135	第七十二条　　１　内閣総理大臣は、内閣を代表して議案を国会に提出し、一般国務及	び外交関係について国会に報告し、並びに行政各部を指揮監督する。	びその他一切の国政に関する事項を国会に報告し又は説明しなければならない。	0.7710821628570557	12.25914995865642
136	第七十三条　　１　内閣は、他の一般行政事	務の外、左の事務を行ふ。	務の処理を掌る。また、法律、命令及び条約の執行を監督する。	0.6898854374885559	5.32864224277779
137	第七十四条　　１　法律及び政令には、すべて主任の国務大臣が署名	し、内閣総理大臣が連署することを必要とする。	し、国璽を押印することを必要とする。	0.875892698764801	48.30656008874588
138	第七十五条　　１　国務大臣は、その在任中、内閣総理大	臣の同意がなければ、訴追されない。	臣の指名により、天皇の許可を得て、その職を辞するものとする。	0.7360939979553223	4.319402267866687
139	第七十五条　　１　但し、これがため、訴追	の権利は、害されない。	の権利を私人に侵害しない場合を除く。	0.7372826337814331	8.054496384843702
140	第七十六条　　１　すべて司法権は、最高裁判所及び法律の定め	るところにより設置する下級裁判所に属する。	る下級裁判所に属す。	0.9123051166534424	22.273858658245697
141	第七十六条　　２　特別裁判所は、これを設	置することができない。	置してはならない。すべて裁判は、裁判所において公開として行わなければならない。	0.6571575999259949	3.197383344450448
142	第七十六条　　２　行政機関は、終審として裁	判を行ふことができない。	判をすることをできない。	0.9166879057884216	27.054113452696992
143	第七十六条　　３　すべて裁判官は、その良心に従ひ独立してその職	権を行ひ、この憲法及び法律にのみ拘束される。	権を行ふ。	0.8586013317108154	2.9021429580323628
144	第七十七条　　１　最高裁判所は、訴訟に関する手続、弁護士、裁判所の内部規律及び	司法事務処理に関する事項について、規則を定める権限を有する。	事務取扱に関して規則を定める。	0.8630805015563965	9.017570032364754
145	第七十七条　　２　検察官は、最高裁判所の定める	規則に従はなければならない。	規則に従ひて取扱う。	0.7990919351577759	19.740631366145518
146	第七十七条　　３　最高裁判所は、下級裁判所に関する規則を定め	る権限を、下級裁判所に委任することができる。	る。ただし、裁判の手続は、法律でこれを定めなければならない。	0.7482585906982422	3.0272532566104675
147	第七十八条　　１　裁判官は、裁判により、心身の故障のために職務を執ることができない	と決定された場合を除いては、公の弾劾によらなければ罷免されない。	と認められたときは、法律の定める手続により、公務から退くる。	0.7650234699249268	4.486656731646915
148	第七十八条　　１　裁判官の懲戒処分は、行政機関	がこれを行ふことはできない。	及び法律の定める特別の裁判所の決定でなければ、その任意に左せられない。	0.6263837218284607	3.4544475984335747
