	first	answer	prediction	bert	bleu
19	第十三条　　１　すべて国民は、個人	として尊重される。	と尊重され、人権による制限は、法律の下にのみて行われる。	0.7038987874984741	5.993031480537873
20	第十三条　　１　生命、自由及び幸福追求に対する国民の権利については、公共の福祉	に反しない限り、立法その他の国政の上で、最大の尊重を必要とする。	を得条命び幸。	0.63066565990448	0.9162450708200267
21	第十四条　　１　すべて国民は、法の下に平等であつて、人種、信条、性別、社会的身分又	は門地により、政治的、経済的又は社会的関係において、差別されない。	、社会的地位によらず、法の下に平等である。	0.753900408744812	4.057739053926648
22	第十四条　　２　華族その他の貴族の制	度は、これを認めない。	度は、剥され、一律の民となる。	0.7602973580360413	13.545994273378144
23	第十四条　　３　栄誉、勲章その他の栄典の授与	は、いかなる特権も伴はない。	は、法律の範囲内において、勲章その他の栄典を授与する。	0.704885721206665	4.480836160121357
24	第十四条　　３　栄典の授与は、現にこれを有し、又は将来これ	を受ける者の一代に限り、その効力を有する。	をを有することにより、又は有するか、あるいは将来について述べられない。	0.712181806564331	4.780204393760627
25	第十五条　　１　公務員を選定し、及びこれを罷免す	ることは、国民固有の権利である。	る力と責を有することを上る。	0.7275595664978027	4.996872151825361
26	第十五条　　２　すべて公務員は、全体の奉仕者で	あつて、一部の奉仕者ではない。	あり、その保発の廉正を公務員といい、これを定める法律を遵守しなければならない。	0.6734620332717896	3.435812002459847
27	第十五条　　３　公務員の選挙については、成年	者による普通選挙を保障する。	に、成年回答者の条件を定め、公務員の選挙を可能とする。	0.7425280213356018	6.336859268415405
28	第十五条　　４　すべて選挙における投票の秘密	は、これを侵してはならない。	のみが保れる。	0.7025744915008545	3.929752628321626
29	第十五条　　４　選挙人は、その選択に関し公的	にも私的にも責任を問はれない。	の表することがある。	0.6099650859832764	2.9859662827819125
30	第十六条　　１　何人も、損害の救済、公務員の罷免、法律、命令又は規則の制定、廃止又は改正その他の事項に関	し、平穏に請願する権利を有し、何人も、かかる請願をしたためにいかなる差別待遇も受けない。	う請、国に対して、その憲法が定める手続により提請し、対面し、又は取決しわすることができる。	0.683097779750824	3.493641888989307
31	第十七条　　１　何人も、公務員の不法行為により、損害を受けたときは、法律の定め	るところにより、国又は公共団体に、その賠償を求めることができる。	国家賠償法により、補償を受ける権利を有する。	0.761457085609436	7.981005624046727
32	第十八条　　１　何人も、いかなる奴	隷的拘束も受けない。	隷することはない。	0.8382640480995178	15.207218222740094
33	第十八条　　１　又、犯罪に因る処罰の場合を除いては、	その意に反する苦役に服させられない。	法に依る処罰を加年復置せず、よなるむるむるむれ、社会の心的な約として考えられるるるる	0.6223165392875671	1.7574239156849023
34	第十九条　　１　思想及び良心の自由は、	これを侵してはならない。	業ける自由は、いかなる干渉も受けず、保護される。	0.6517531871795654	3.1251907639724417
35	第二十条　　１　信教の自由は、何人に対	してもこれを保障する。	対し、信教の自由を与へる。	0.7298498749732971	5.669791110976001
36	第二十条　　１　いかなる宗教団体も、国から特権を受け、	又は政治上の権力を行使してはならない。	宗教団體として國に特權を受け、国の事務に參加する事が出來ない。	0.6996268033981323	5.154337627145953
37	第二十条　　２　何人も、宗教上の行為、祝典、儀式又	は行事に参加することを強制されない。	は、国の経済的援助を受けることは出来ず、また国から何を得ることも出来ん。	0.684218168258667	2.1300733682208985
38	第二十条　　３　国及びその機関は、宗教教育その他い	かなる宗教的活動もしてはならない。	につて、政策を定めない。	0.7340378761291504	7.413670083653376
39	第二十一条　　１　集会、結社及び言論、出版その他一	切の表現の自由は、これを保障する。	諸人の利益のために適当な要謀を用いることいの欠如、あるいは内閣及びこれれを助設した憲法司準据。	0.6311854124069214	1.8154533256373546
40	第二十一条　　２　検閲は、これを	してはならない。	行われない、検事総監の助言不所。	0.6278848052024841	4.456882760699063
41	第二十一条　　２　通信の秘密は、これ	を侵してはならない。	害されない。	0.7999505400657654	15.090767577522726
42	第二十二条　　１　何人も、公共の福祉に反しない限り、居	住、移転及び職業選択の自由を有する。	住所。	0.7117535471916199	0.0
43	第二十二条　　２　何人も、外国に移住し、又は国	籍を離脱する自由を侵されない。	際に移住せん国調べたれんと、結婚公にて国を失ふることにより。	0.6489220857620239	2.276859592073037
44	第二十三条　　１　学問の自由は、	これを保障する。	すべての人の権利を構成する回答とする。	0.6836729049682617	7.495553473355845
45	第二十四条　　１　婚姻は、両性の合意のみに基いて成立し、夫婦が同等の権利を有する	ことを基本として、相互の協力により、維持されなければならない。	とを有するが、夫婦互いの選択の自由を確保し。	0.7183881402015686	2.7570145181845622
46	第二十四条　　２　配偶者の選択、財産権、相続、住居の選定、離婚並びに婚姻及び家族に関するその他の事項に	関しては、法律は、個人の尊厳と両性の本質的平等に立脚して、制定されなければならない。	は、司法当然総司府の主体として、宅社前官法省を決や戦ないと林がいコ教吏を年がも。	0.6193622946739197	6.089010534705976
47	第二十五条　　１　すべて国民は、健康で文化的な最	低限度の生活を営む権利を有する。	高の温国の努力を以ての増のためする義念ある種を有必法た。	0.63753342628479	2.224972978585352
48	第二十五条　　２　国は、すべての生活部面について、社会福祉、社会保障	及び公衆衛生の向上及び増進に努めなければならない。	を目的とし、すべての人民が制程に参加し、国が、個別と総合の両面で、すべての生活部面をカバーするように措置を講ずる。	0.6225885152816772	1.2753998269755913
49	第二十六条　　１　すべて国民は、法律の定めるところにより、その能	力に応じて、ひとしく教育を受ける権利を有する。	力を有するについて資格を定めるため、紛議の解決に当たる国民が国民投訴権を行使する権利を有する。	0.7550176382064819	10.23857820560022
50	第二十六条　　２　すべて国民は、法律の定めるところにより、その	保護する子女に普通教育を受けさせる義務を負ふ。	引かれる権利を有し、公の国権による侵害からの保護を受。	0.7221512794494629	3.211547431691929
51	第二十六条　　２　義務教育は、こ	れを無償とする。	による。	0.7472022771835327	0.0
52	第二十七条　　１　すべて国民は、勤労の権	利を有し、義務を負ふ。	をもつ。	0.7002226710319519	0.0
53	第二十七条　　２　賃金、就業時間、休息その他の勤労条件	に関する基準は、法律でこれを定める。	は、法律の下において、必要な保護措置を講ずるため、法律又は法律の性質でき自生する権利又は利益の保障措置を本条で認同するものとし、労務環境の整備を進めるものとする。	0.6520901918411255	3.159145740226967
54	第二十七条　　３　児童は、これを酷	使してはならない。	苛めてはならない。	0.8491688966751099	64.31870218238025
55	第二十八条　　１　勤労者の団結する権利及び団体交渉その他	の団体行動をする権利は、これを保障する。	ので、団ともともしたもののれで及び、団交などにめるし。	0.6475626230239868	2.3901021968803136
56	第二十九条　　１　財産権は、これを	侵してはならない。	これを国民の本態的生活権の基として確保される最大限の正当な範囲の制約のみ受ける。	0.6162400841712952	1.6504045595709425
57	第二十九条　　２　財産権の内容は、公共の福祉に適合	するやうに、法律でこれを定める。	し、その範囲で、法律により保護される。	0.7800912857055664	7.768562846380176
58	第二十九条　　３　私有財産は、正当な補償の下に、これ	を公共のために用ひることができる。	の範囲内において、公共の営業に必要な事情を前提とする。	0.6776116490364075	5.0912128230977505
59	第三十条　　１　国民は、法律の定めるところ	により、納税の義務を負ふ。	を守る義務を履行する。	0.7965779900550842	10.923299908191149
60	第三十一条　　１　何人も、法律の定める手続によらなければ、その生命若	しくは自由を奪はれ、又はその他の刑罰を科せられない。	ししない。	0.7596079111099243	0.0
61	第三十二条　　１　何人も、裁判所において裁判	を受ける権利を奪はれない。	を受けて、その理由を開示し、公平な公理を基に決定される権利を有するものとする。	0.7030978798866272	3.435812002459847
62	第三十三条　　１　何人も、現行犯として逮捕される場合を除いては、権限を有する司法官憲が発	し、且つ理由となつてゐる犯罪を明示する令状によらなければ、逮捕されない。	令が発せられなければ、逮捕されない。	0.8551375269889832	24.5199700396085
63	第三十四条　　１　何人も、理由を直ちに告げられ、且つ、直ちに弁護人に依	頼する権利を与へられなければ、抑留又は拘禁されない。	って、弁物は、先頭の報を受を、補行を受けを更面明するを必要があい受け、行行に行行行するたいを与えなければを受けてとい。	0.6378505229949951	2.2241100841129926
64	第三十四条　　１　又、何人も、正当な理由がなければ、拘禁されず、要求があれば、その理由は	、直ちに本人及びその弁護人の出席する公開の法廷で示されなければならない。	公もされるまへんとして、適切で公平な手続きをもつて拘禁される。その理由は、言ふるためこの文書では、いろうでも明確に表現される。	0.6602948904037476	1.205256842736819
65	第三十五条　　１　何人も、その住居、書類及び所持品について、侵入、捜索及び押収を受けることのない権利は、第三十三条の場合を	除いては、正当な理由に基いて発せられ、且つ捜索する場所及び押収する物を明示する令状がなければ、侵されない。	前項の場合のみサイバーとされる。	0.6441459059715271	0.33127673820053904
66	第三十五条　　２　捜索又は押収は、権限を有する司法官憲	が発する各別の令状により、これを行ふ。	の任の範囲内で行われるものとする。	0.7190796732902527	4.02724819242185
67	第三十六条　　１　公務員による拷問及び残虐な	刑罰は、絶対にこれを禁ずる。	拷問及び残虐な取り扱いは、いかなる場合においても回答してはならない。	0.6852655410766602	4.553719184146073
68	第三十七条　　１　すべて刑事事件においては、被告人は、公平な	裁判所の迅速な公開裁判を受ける権利を有する。	裁判の範囲において、制度に基｜つて、公平な程開かれ、被告人は、自己を陳述し、証拠を提出し、証人を召喚し、監察官の尋問を受け、弁護人の出席を得る。	0.6828276515007019	1.0959933475393717
69	第三十七条　　２　刑事被告人は、すべての証人に対して審問する機会を充分に与へられ、	又、公費で自己のために強制的手続により証人を求める権利を有する。	しなければならない。	0.7296978831291199	0.7870921666513669
70	第三十七条　　３　刑事被告人は、いかなる場合にも、資格	を有する弁護人を依頼することができる。	を有する適宜な弁護を受ける権利を有する。	0.794707179069519	9.425159511373677
71	第三十七条　　３　被告人が自らこれを依頼することが	できないときは、国でこれを附する。	次の弁護人を依頼する。	0.7021206617355347	4.513617516969122
72	第三十八条　　１　何人も、自己に不利益	な供述を強要されない。	ない。	0.7805228233337402	0.0
73	第三十八条　　２　強制、拷問若しくは脅迫による自白又は不当に長く抑留若しく	は拘禁された後の自白は、これを証拠とすることができない。	るものは、敢えて認め罰することはできない。	0.757077693939209	8.85245158031441
74	第三十八条　　３　何人も、自己に不利益な唯一の証拠が本人の自白であ	る場合には、有罪とされ、又は刑罰を科せられない。	れるものは、その死亡の遠回に至ることを選んではならん、自白の話一つからのものを以外に採るものはない。	0.6542141437530518	3.551851328486764
75	第三十九条　　１　何人も、実行の時に適法であつた行為又は既に無罪と	された行為については、刑事上の責任を問はれない。	がある例については、これを有効とし、無罪とみられる。	0.7465424537658691	20.614773521563748
76	第三十九条　　１　又、同一の犯罪について、重ね	て刑事上の責任を問はれない。	た。	0.702362596988678	0.0
77	第四十条　　１　何人も、抑留又は拘禁された後、無罪の裁判を受けたときは、法	律の定めるところにより、国にその補償を求めることができる。	律によれば、速やかに公判を受ける権利を有する。	0.7630351185798645	3.5873056871337994
78	第四十一条　　１　国会は、国権の最高機関であつ	て、国の唯一の立法機関である。	て、この国民の意要を表し、法令を制定し、国会の監視を受ける。	0.6751106977462769	4.567211833282236
79	第四十二条　　１　国会は、衆議院及び参議院	の両議院でこれを構成する。	において議会を形づくる。	0.7418188452720642	5.868924818816531
80	第四十三条　　１　両議院は、全国民を代表する選	挙された議員でこれを組織する。	挙権人を通し、直接選挙による開始議事を行ふ。	0.7104063630104065	3.4585921141027356
81	第四十三条　　２　両議院の議員の定数は	、法律でこれを定める。	両議院の議員の定数は、衆議院では４６０人及びｘ＋２００人以下（ただし、国会法で定める場合を除く）、参議院では２４０人となります。	0.5994608402252197	1.3058944351862714
82	第四十四条　　１　両議院の議員及びその選挙人の	資格は、法律でこれを定める。	選挙にたうくための資格の締められておる人が、国会の国民の総意するを通过しいるとをは確定する。	0.6454381942749023	1.7345617945636578
83	第四十四条　　１　但し、人種、信条、性別、社会的身分、門地、教	育、財産又は収入によつて差別してはならない。	明ける差別によるいかんしょか頂く事がしられないものとする。	0.6841405630111694	3.2342452920962157
84	第四十五条　　１　衆議院議員の任期	は、四年とする。	は、２４に選ばれた日から４年にわたる任期とする。	0.6864219307899475	11.203754340102181
85	第四十五条　　１　但し、衆議院解散の場合には	、その期間満了前に終了する。	してこの憲法上規定される。	0.7194004058837891	4.8734989388136185
86	第四十六条　　１　参議院議員の任期は、六年とし、	三年ごとに議員の半数を改選する。	し、半数の議員の選茂を行ふこととなる。	0.7588880658149719	7.141816289329644
87	第四十七条　　１　選挙区、投票の方法その他両議院の議員の	選挙に関する事項は、法律でこれを定める。	において、選挙区、投票の方法その他の両議院の議員を定める。	0.7147403955459595	8.475426399505569
88	第四十八条　　１　何人も、同時に両議院の	議員たることはできない。	に議閣内承認の要を受け、同時に両議会の議奏を必要とする。	0.6398745179176331	1.9146030690102511
89	第四十九条　　１　両議院の議員は、法律の定めるところに	より、国庫から相当額の歳費を受ける。	より、国民の信を受ける議員とし、公共の利益を終えされる。	0.7446044683456421	6.336859268415405
90	第五十条　　１　両議院の議員は、法律の定める場合を除いては、国会の会期中逮捕されず、会期前に	逮捕された議員は、その議院の要求があれば、会期中これを釈放しなければならない。	召ざれることを禁ずる。	0.6828582286834717	0.34434089760123476
91	第五十一条　　１　両議院の議員は、議院で行つた演説、討論又	は表決について、院外で責任を問はれない。	は、辞令のものである。	0.7323710918426514	3.689111847432509
92	第五十二条　　１　国会の常会は、毎年	一回これを召集する。	召集される。	0.8569047451019287	8.9730240870212
93	第五十三条　　１　内閣は、国会の臨時会の召	集を決定することができる。	る権で、国会の臨時会を召く回する。	0.5949169397354126	3.737437943747671
94	第五十三条　　１　いづれかの議院の総議員の四分の一以上の要求があ	れば、内閣は、その召集を決定しなければならない。	るとき、総議員の四分の一以上が要求した場合、法律予算に協同するものとする。	0.670162558555603	2.042946039568498
95	第五十四条　　１　衆議院が解散されたときは、解散の日から四十日以内に、衆議院議員の総選	挙を行ひ、その選挙の日から三十日以内に、国会を召集しなければならない。	挙を行ふるものとし、四十日以内に衆議院一辺乗りの選挙による。	0.7706013321876526	9.18704330366254
96	第五十四条　　２　衆議院が解散されたときは、	参議院は、同時に閉会となる。	解散かいさんの効果こうかは	0.6113972067832947	4.300847718252331
97	第五十四条　　２　但し、内閣は、国に緊急の必要があるときは	、参議院の緊急集会を求めることができる。	はこの宣言を持ち、その緊急の必要を理由として、天皇の代わりに国事に関する行為を修の他、信物を提示し、先の条年を始にして、科法相当の公司の調や衛を定めるを命じる。	0.6506481170654297	0.9196271525972168
98	第五十四条　　３　前項但書の緊急集会において採られた措置は、臨時のものであつて、次の	国会開会の後十日以内に、衆議院の同意がない場合には、その効力を失ふ。	国会における適当な手続の上、了正すべきである。	0.716873049736023	2.218092274542824
99	第五十五条　　１　両議院は、各々その議員の資	格に関する争訟を裁判する。	格の旨を決める。	0.7842927575111389	7.654112967106117
100	第五十五条　　１　但し、議員の議席を失はせるには、出席議員の	三分の二以上の多数による議決を必要とする。	を信しうるため、出席議員の回答を必要とし、議席を失ふることとするものとする。	0.713468074798584	9.043565779655339
101	第五十六条　　１　両議院は、各々その総議員の三分の一以上の出席	がなければ、議事を開き議決することができない。	した悪しア試さべないを閉じる。	0.6723575592041016	3.600104948631532
102	第五十六条　　２　両議院の議事は、この憲法に特別の定のある場合を除いては、出席議員	の過半数でこれを決し、可否同数のときは、議長の決するところによる。	の議事は、特別の定のある場合を除いて、出席議員による。	0.7284526824951172	10.142823159709938
103	第五十七条　　１　両議院の会議は	、公開とする。	公聴会の場合を除いてのする。	0.6696367263793945	8.392229812593097
104	第五十七条　　１　但し、出席議員の三分の二以上の多数で議	決したときは、秘密会を開くことができる。	決した。	0.822540283203125	0.0
105	第五十七条　　２　両議院は、各々その会議の記録を保存し、秘密会の記録の中で特に秘密を要する	と認められるもの以外は、これを公表し、且つ一般に頒布しなければならない。	は、その記録を保存し、特に秘密を要する会議の記録を秘密とする。	0.6837737560272217	5.542900348964859
106	第五十七条　　３　出席議員の五分の一以上の要求があれば、各議員の	表決は、これを会議録に記載しなければならない。	のをのになる。	0.6374588012695312	1.719207234832579
107	第五十八条　　１　両議院は、各々その議長	その他の役員を選任する。	を選出し、各々の議長を持つ。	0.780484676361084	5.522397783539471
108	第五十八条　　２　両議院は、各々その会議その他の手続及び内部の規律に関する規則	を定め、又、院内の秩序をみだした議員を懲罰することができる。	を定める。	0.7022061944007874	0.0
109	第五十八条　　２　但し、議員を除名するには、出席議員の三	分の二以上の多数による議決を必要とする。	、議員の除名の程を行うには、出席議員の三分の一以上の賛成を必要とする。	0.759384036064148	17.797644045771207
110	第五十九条　　１　法律案は、この憲法に特別の定のある場合を	除いては、両議院で可決したとき法律となる。	をものの、に定めされている場合をををで表釈しる。	0.6406123638153076	2.8629993657668873
111	第五十九条　　２　衆議院で可決し、参議院でこれと異なつた議決をした法律案は、衆議院	で出席議員の三分の二以上の多数で再び可決したときは、法律となる。	の議決を以て、衆議院であるときは、其を衆議院が送り返した場合においても、示す必要がある。	0.7195244431495667	5.517784889816492
112	第五十九条　　３　前項の規定は、法律の定めるところにより、衆議院が	、両議院の協議会を開くことを求めることを妨げない。	大都な決議をとることができる。	0.7432956695556641	3.0307561627463224
113	第五十九条　　４　参議院が、衆議院の可決した法律案を受け取つた後、国会休会中の期間を除いて六十日以内に	、議決しないときは、衆議院は、参議院がその法律案を否決したものとみなすことができる。	に決した法律案を受け取した後、国会休会中の期間を除いて六十日以内に集議院に呈しなければならない。	0.7001463174819946	5.912329024877923
114	第六十条　　１　予算は、さきに衆議院に	提出しなければならない。	提出し、衆議院に付して審議し、審議終了後、衆議院の議決を経て制定する。	0.6548489332199097	3.333744983027298
115	第六十条　　２　予算について、参議院で衆議院と異なつた議決をした場合に、法律の定めるところにより、両議院の協議会を開いても意見が一致しないとき、又は	参議院が、衆議院の可決した予算を受け取つた後、国会休会中の期間を除いて三十日以内に、議決しないときは、衆議院の議決を国会の議決とする。	参議院の議決が衆議院と異なる場合、法律の定めるところにより、両議院の協議会を開くことができ、その意見が一致しないとき、又は	0.7377716302871704	7.192355690212413
116	第六十一条　　１　条約の締結に必要な国会の承認につい	ては、前条第二項の規定を準用する。	は、当該条約の要旨を定め、当該条約の締結に必要な国会の承認を取得するものとする。	0.7041165828704834	4.521782889827669
117	第六十二条　　１　両議院は、各々国政に関する調査を行ひ、これに関して、証	人の出頭及び証言並びに記録の提出を要求することができる。	拠等持ち取ることにより、国政に関する調査を為する場合、証拠の取り扱いに必要な措置を講ずる。	0.6985698938369751	2.172054551709621
118	第六十三条　　１　内閣総理大臣その他の国務大臣は、両議院の一に議席を有すると有しないとに	かかはらず、何時でも議案について発言するため議院に出席することができる。	が総と国し議をせ間にの力を有しるに議す席をないるなくい。	0.6143391132354736	2.224972978585352
119	第六十三条　　１　又、答弁又は説明のため出席を求めら	れたときは、出席しなければならない。	る日本国民が参議院の議員を使程会、又は著する議程をするため。	0.6400073170661926	2.2731543567022867
120	第六十四条　　１　国会は、罷免の訴追を受けた裁判官を裁判するた	め、両議院の議員で組織する弾劾裁判所を設ける。	る権限を有し、司法管掌するための裁判を行ふことを適宜する関する全敗。	0.6779271364212036	2.996515740268937
121	第六十四条　　２　弾劾に関する事項は、	法律でこれを定める。	（弾劾の）手続については、法律が定める。	0.7478803992271423	6.285596338261262
122	第六十五条　　１　行政権は、内	閣に属する。	閣は、法律の定めるところにより、内閣の指図及び監督の下、この憲法の施行場所と裁判所を設置し、その組織を定める。	0.5957950353622437	1.389736936231864
123	第六十六条　　１　内閣は、法律の定めるところにより、その首長たる内	閣総理大臣及びその他の国務大臣でこれを組織する。	大臣の一人を設置し、主権の行使に関し、その責性を負ふ。	0.6683149337768555	3.0272532566104675
124	第六十六条　　２　内閣総理大臣その他の国務大臣	は、文民でなければならない。	に、国会の議決を必要とする。	0.7059664726257324	4.990049701936832
125	第六十六条　　３　内閣は、行政権の行使について、	国会に対し連帯して責任を負ふ。	国会の議決を要求されない限り、最終的な行政判断を行う権限を有する。	0.7163735032081604	2.3901021968803136
126	第六十七条　　１　内閣総理大臣は、国会議員の中か	ら国会の議決で、これを指名する。	らを選び、国の行つべき国政を決めること、に国政をにする。	0.7119415402412415	5.32864224277779
127	第六十七条　　１　この指名は、他のすべての案	件に先だつて、これを行ふ。	を打下する予定によれば、たつともによりて本法条文の通りける。	0.6728651523590088	2.862999365766888
128	第六十七条　　２　衆議院と参議院とが異なつた指名の議決をした場合に、法律の定めるところにより、両議院の協議会を開いても意見が一致しないとき、又は衆	議院が指名の議決をした後、国会休会中の期間を除いて十日以内に、参議院が、指名の議決をしないときは、衆議院の議決を国会の議決とする。	議院の同意を得ない場合には、衆議院の意見を採用する。	0.8082014322280884	5.38996964583372
129	第六十八条　　１　内閣総理大臣は、国	務大臣を任命する。	会長とし、内閣を指導し、総理大臣の責来を負ふ。	0.6879099011421204	3.0098043843528286
130	第六十八条　　１　但し、その過半数は、国会議員の	中から選ばれなければならない。	国会議員の数の過半数の出席が必要とされる。	0.6722520589828491	2.627961710408444
131	第六十八条　　２　内閣総理大臣は、任意に国務	大臣を罷免することができる。	に当たる国務策を決定し、および実施する権能を有する。	0.6276618242263794	3.4585921141027356
132	第六十九条　　１　内閣は、衆議院で不信任の決議案を可決し、又は信任の決議案を否決したと	きは、十日以内に衆議院が解散されない限り、総辞職をしなければならない。	されたときは、国会を解散する権能を有する。	0.7872622013092041	4.210821228577854
133	第七十条　　１　内閣総理大臣が欠けたとき、又は衆議院議員総選挙の後に初めて国	会の召集があつたときは、内閣は、総辞職をしなければならない。	会の議で選任し、国会の承認を得るまで、国答は、内閣官房長官が代理し、国会の条例の定める事項を行ふこととする。	0.7183308601379395	5.546385070864082
134	第七十一条　　１　前二条の場合には、内閣は、あらたに内閣総理	大臣が任命されるまで引き続きその職務を行ふ。	を任に就く内閣総理を任命する。	0.7604301571846008	4.521356896113449
135	第七十二条　　１　内閣総理大臣は、内閣を代表して議案を国会に提出し、一般国務及	び外交関係について国会に報告し、並びに行政各部を指揮監督する。	とについて意有し、国務業等を管控する責を負ふ。	0.6985749006271362	8.841712731739833
136	第七十三条　　１　内閣は、他の一般行政事	務の外、左の事務を行ふ。	務をつとめる。	0.7872453927993774	4.690733795095046
137	第七十四条　　１　法律及び政令には、すべて主任の国務大臣が署名	し、内閣総理大臣が連署することを必要とする。	しなければならず、その署名を以って、公報の効力を生じる。	0.6990136504173279	3.0372940354383413
138	第七十五条　　１　国務大臣は、その在任中、内閣総理大	臣の同意がなければ、訴追されない。	の執行による役務を行ふ。	0.6734467148780823	3.983253478176822
139	第七十五条　　１　但し、これがため、訴追	の権利は、害されない。	相して刑罰の効果を及ぼする前に、自己するものを除くことができるものとする。	0.6847987174987793	2.1671320168371846
140	第七十六条　　１　すべて司法権は、最高裁判所及び法律の定め	るところにより設置する下級裁判所に属する。	であり、法の定めるところによるとし、最高裁判所が、この権能を有する。	0.6953471899032593	5.165604006110218
141	第七十六条　　２　特別裁判所は、これを設	置することができない。	けることができる。	0.8060159087181091	15.848738972120703
142	第七十六条　　２　行政機関は、終審として裁	判を行ふことができない。	判全权を有し、その判決を最終的なものとして実施する。	0.6544792652130127	2.6643211213888947
143	第七十六条　　３　すべて裁判官は、その良心に従ひ独立してその職	権を行ひ、この憲法及び法律にのみ拘束される。	務を行ひ、所任に依り法律の果たすべき職である。	0.7840925455093384	10.82597837309053
144	第七十七条　　１　最高裁判所は、訴訟に関する手続、弁護士、裁判所の内部規律及び	司法事務処理に関する事項について、規則を定める権限を有する。	量及び弁護条例を制定し、その内部の規律を定むのに尽くす。	0.719139814376831	3.211547431691929
145	第七十七条　　２　検察官は、最高裁判所の定める	規則に従はなければならない。	以務を執り行ひ。	0.6698399782180786	4.923026124015933
146	第七十七条　　３　最高裁判所は、下級裁判所に関する規則を定め	る権限を、下級裁判所に委任することができる。	て、下級裁判所の執行、文書、統計、出入国、年金、社会保障、労働、農村、税、消費生活調査に関して、法務大臣の監督の也、最高裁判所の規則により、之を定める。	0.639094352722168	5.14420122091352
147	第七十八条　　１　裁判官は、裁判により、心身の故障のために職務を執ることができない	と決定された場合を除いては、公の弾劾によらなければ罷免されない。	場に出席しず、心身の故障により、職務を執ることができない場合においては、裁判官としての地位を保持する。	0.7061948776245117	5.157142709886006
148	第七十八条　　１　裁判官の懲戒処分は、行政機関	がこれを行ふことはできない。	により、法による。	0.7235313057899475	4.935157841536379
